dataset,perturbation_type,label,kg1_precision,kg1_recall,kg1_f1,kg1_our_triples,kg1_gt_triples,kg2_precision,kg2_recall,kg2_f1,kg2_our_triples,kg2_gt_triples,gt_modified_triples,detected_modifications,modification_detection_acc
findkg,node_replacement,0,0.25,0.25,0.25,4,4,0.0,0.0,0.0,5,4,4,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,3,6,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,3,3,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,11,3,0.0,0.0,0.0,8,3,6,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,6,5,1,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,6,5,0.0,0.0,0.0,7,4,1,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,10,6,0.0,0.0,0.0,11,6,12,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,4,4,0.0,0.0,0.0,6,4,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,11,5,0.0,0.0,0.0,6,2,3,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,9,7,0.0,0.0,0.0,10,6,1,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,10,5,0.0,0.0,0.0,7,5,2,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,6,4,1,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,8,8,0.0,0.0,0.0,11,8,8,0,0.0
findkg,node_replacement,0,0.125,0.125,0.125,8,8,0.125,0.125,0.125,8,8,14,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,9,4,0.0,0.0,0.0,8,4,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,11,4,0.25,0.3333,0.2857,4,3,1,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,13,3,0.0,0.0,0.0,7,1,2,0,0.0
findkg,node_replacement,1,0.3333,0.3333,0.3333,6,6,0.0,0.0,0.0,6,6,8,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,10,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,5,5,1,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,7,4,0.0,0.0,0.0,5,3,1,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,3,0.0,0.0,0.0,5,1,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,3,6,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0,5,2,0,0.0
findkg,node_replacement,1,0.1,0.1,0.1,10,10,0.1,0.1,0.1,10,10,12,0,0.0
findkg,node_removal,0,0.2,0.3333,0.25,5,3,0.25,0.5,0.3333,4,2,1,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,1,4,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,5,10,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,5,4,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,6,6,0.0,0.0,0.0,6,6,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,3,6,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,2,2,4,0,0.0
findkg,edge_replacement,0,0.1,0.1111,0.1053,10,9,0.0909,0.1111,0.1,11,9,2,0,0.0
findkg,edge_deletion,0,0.1429,0.2,0.1667,7,5,0.25,0.25,0.25,4,4,1,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,8,8,0.0,0.0,0.0,8,8,2,0,0.0
findkg,edge_replacement,1,0.1667,0.3333,0.2222,6,3,0.0,0.0,0.0,9,3,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,6,3,0.0,0.0,0.0,6,3,6,0,0.0
findkg,node_removal,1,0.1667,0.1667,0.1667,6,6,0.1667,0.2,0.1818,6,5,1,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,5,5,0.0,0.0,0.0,7,4,1,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,7,6,1,0,0.0
findkg,edge_deletion,1,0.0833,0.0909,0.087,12,11,0.0909,0.125,0.1053,11,8,3,0,0.0
findkg,node_removal,0,0.2,0.25,0.2222,5,4,0.0,0.0,0.0,5,3,1,1,1.0
findkg,edge_replacement,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,4,4,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,10,6,0.0,0.0,0.0,6,6,10,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,4,4,6,0,0.0
findkg,node_replacement,0,0.2222,0.2222,0.2222,9,9,0.1111,0.1111,0.1111,9,9,12,3,0.25
findkg,node_removal,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,6,3,1,0,0.0
findkg,edge_replacement,1,0.1111,0.1111,0.1111,9,9,0.2222,0.2222,0.2222,9,9,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,11,6,0.0,0.0,0.0,13,6,10,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,8,8,0.125,0.1667,0.1429,8,6,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,3,0.0,0.0,0.0,11,2,1,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,8,3,0.0,0.0,0.0,11,3,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,10,3,0.0,0.0,0.0,9,3,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,9,4,8,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,8,8,0.0,0.0,0.0,8,8,6,0,0.0
findkg,edge_replacement,0,0.1111,0.1429,0.125,9,7,0.125,0.1429,0.1333,8,7,2,2,1.0
findkg,edge_replacement,1,0.0,0.0,0.0,10,4,0.0,0.0,0.0,8,4,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,4,3,0.0,0.0,0.0,3,3,2,0,0.0
findkg,edge_replacement,1,0.125,0.1667,0.1429,8,6,0.0833,0.1667,0.1111,12,6,2,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,4,4,0.0,0.0,0.0,4,3,1,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,9,6,0.0,0.0,0.0,7,6,10,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,9,3,0.0,0.0,0.0,11,3,6,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,4,1,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,4,0.0,0.0,0.0,7,3,1,0,0.0
findkg,node_replacement,1,0.6667,0.6667,0.6667,3,3,0.0,0.0,0.0,3,3,6,0,0.0
findkg,edge_replacement,0,0.25,0.25,0.25,4,4,0.25,0.25,0.25,4,4,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,8,5,0.0,0.0,0.0,12,5,8,0,0.0
findkg,edge_deletion,1,0.1667,0.1667,0.1667,6,6,0.1667,0.2,0.1818,6,5,1,0,0.0
findkg,edge_deletion,0,0.2,0.1818,0.1905,10,11,0.25,0.2222,0.2353,8,9,2,0,0.0
findkg,node_replacement,0,0.4,0.6667,0.5,5,3,0.4,0.6667,0.5,5,3,6,4,0.6667
findkg,edge_replacement,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,3,2,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,5,5,0.0,0.0,0.0,6,4,1,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,11,7,0.0,0.0,0.0,10,7,2,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,4,1,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,8,4,0.0,0.0,0.0,10,4,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,5,4,0.5,0.5,0.5,4,4,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,8,8,0.0,0.0,0.0,3,3,5,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,6,6,0.1429,0.1667,0.1538,7,6,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,6,3,0.0,0.0,0.0,3,3,6,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,3,0.0,0.0,0.0,6,2,1,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,4,4,6,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,1,1,3,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,8,5,0.0,0.0,0.0,6,2,3,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,8,4,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,4,3,0.0,0.0,0.0,5,2,1,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,6,4,0.0,0.0,0.0,8,3,1,0,0.0
findkg,node_removal,1,0.125,0.125,0.125,8,8,0.0,0.0,0.0,8,2,6,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,5,4,0.0,0.0,0.0,1,1,3,0,0.0
findkg,edge_replacement,0,0.1667,0.2,0.1818,6,5,0.0,0.0,0.0,3,5,2,0,0.0
findkg,node_removal,0,0.1667,0.1667,0.1667,6,6,0.0,0.0,0.0,3,1,5,1,0.2
findkg,node_replacement,0,0.2,0.2,0.2,5,5,0.2,0.2,0.2,5,5,4,2,0.5
findkg,node_replacement,1,0.0,0.0,0.0,8,3,0.0,0.0,0.0,8,3,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,9,7,0.1667,0.2,0.1818,6,5,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,9,6,0.0,0.0,0.0,8,3,3,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,5,4,0.0,0.0,0.0,9,1,3,0,0.0
findkg,edge_deletion,1,0.3,0.3,0.3,10,10,0.3,0.375,0.3333,10,8,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,5,4,0.0,0.0,0.0,9,4,8,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,7,5,10,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,9,3,0.0,0.0,0.0,5,3,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,8,4,0.0,0.0,0.0,4,1,3,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,6,6,0.0,0.0,0.0,6,6,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,9,5,0.0,0.0,0.0,5,5,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,8,6,0.0,0.0,0.0,8,6,8,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,3,0.0,0.0,0.0,10,2,1,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,9,4,0.0,0.0,0.0,11,4,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,3,3,3,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,3,4,0,0.0
findkg,edge_replacement,1,0.375,0.375,0.375,8,8,0.125,0.125,0.125,8,8,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,7,7,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,4,3,0.0,0.0,0.0,7,1,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,5,3,0.0,0.0,0.0,2,1,2,0,0.0
findkg,edge_deletion,0,0.0909,0.0909,0.0909,11,11,0.1,0.1111,0.1053,10,9,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,5,4,0.0,0.0,0.0,5,2,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,6,6,0.0,0.0,0.0,12,6,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,5,2,0,0.0
findkg,edge_replacement,1,0.3636,0.3636,0.3636,11,11,0.3636,0.3636,0.3636,11,11,2,0,0.0
findkg,edge_replacement,1,0.1429,0.1429,0.1429,7,7,0.0,0.0,0.0,7,7,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,11,3,0.0,0.0,0.0,10,3,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,10,8,0.0,0.0,0.0,9,4,4,0,0.0
findkg,node_removal,1,0.1111,0.1111,0.1111,9,9,0.1111,0.3333,0.1667,9,3,6,0,0.0
findkg,node_replacement,0,0.25,0.3333,0.2857,4,3,1.0,1.0,1.0,3,3,6,4,0.6667
findkg,node_replacement,1,0.0,0.0,0.0,7,5,0.0,0.0,0.0,7,5,8,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,5,3,0.0,0.0,0.0,2,1,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,4,0.0,0.0,0.0,5,1,3,0,0.0
findkg,node_replacement,0,0.2,0.2857,0.2353,10,7,0.1111,0.1429,0.125,9,7,6,1,0.1667
findkg,node_replacement,0,0.3333,0.4,0.3636,6,5,0.4,0.4,0.4,5,5,8,2,0.25
findkg,node_removal,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,5,6,0,0.0
findkg,edge_replacement,0,0.0833,0.1667,0.1111,12,6,0.1,0.1667,0.125,10,6,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,7,0.0,0.0,0.0,9,6,1,0,0.0
findkg,edge_deletion,0,0.0909,0.125,0.1053,11,8,0.0,0.0,0.0,8,6,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,6,3,0.0,0.0,0.0,8,3,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,4,4,0.0,0.0,0.0,4,4,6,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,8,8,0.0,0.0,0.0,8,8,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,10,3,0.0,0.0,0.0,4,1,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,6,5,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,8,3,0.0,0.0,0.0,6,3,6,0,0.0
findkg,edge_replacement,1,0.1111,0.1111,0.1111,9,9,0.0,0.0,0.0,9,9,2,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,8,8,0.0,0.0,0.0,8,7,1,0,0.0
findkg,node_removal,1,0.25,0.25,0.25,4,4,0.25,1.0,0.4,4,1,3,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,8,0.0,0.0,0.0,8,1,7,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,6,3,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,6,4,0.0,0.0,0.0,5,4,8,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0,3,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0,1,5,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0,3,6,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0,5,6,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0,2,1,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,0,10,0.0,0.0,0.0,0,10,4,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0,3,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0,3,6,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,0,8,0.0,0.0,0.0,0,6,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,0,9,0.0,0.0,0.0,0,9,2,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,0,9,0.0,0.0,0.0,0,7,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0,3,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0,1,3,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,11,9,0.0,0.0,0.0,6,3,6,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,15,9,0.0,0.0,0.0,15,9,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,8,6,0.0,0.0,0.0,7,6,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,3,3,0.3333,0.3333,0.3333,3,3,6,1,0.1667
findkg,edge_replacement,0,0.1667,0.3333,0.2222,6,3,0.1429,0.3333,0.2,7,3,2,2,1.0
findkg,node_replacement,0,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,5,10,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,4,1,2,0,0.0
findkg,edge_deletion,0,0.8333,0.8333,0.8333,6,6,0.8,0.8,0.8,5,5,1,1,1.0
findkg,node_removal,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,1,2,0,0.0
findkg,node_removal,0,0.1,0.1,0.1,10,10,0.0,0.0,0.0,9,4,6,1,0.1667
findkg,node_removal,1,0.0,0.0,0.0,10,6,0.0,0.0,0.0,6,1,5,0,0.0
findkg,edge_replacement,1,0.2222,0.5,0.3077,9,4,0.0,0.0,0.0,5,4,2,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,11,9,0.0,0.0,0.0,9,7,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,9,8,0.0,0.0,0.0,8,8,10,0,0.0
findkg,node_replacement,0,0.2857,0.4,0.3333,7,5,0.0,0.0,0.0,5,5,10,2,0.2
findkg,node_replacement,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,12,11,22,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,5,2,0,0.0
findkg,node_removal,1,0.2,0.3333,0.25,5,3,0.0,0.0,0.0,8,1,2,0,0.0
findkg,edge_replacement,0,0.4545,0.4545,0.4545,11,11,0.4545,0.4545,0.4545,11,11,2,2,1.0
findkg,edge_replacement,0,0.1111,0.1111,0.1111,9,9,0.2222,0.2222,0.2222,9,9,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,8,0.0,0.0,0.0,8,2,6,0,0.0
findkg,node_replacement,1,0.2222,0.4,0.2857,9,5,0.0,0.0,0.0,13,5,10,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,3,3,0.0,0.0,0.0,3,3,6,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,10,6,0.0,0.0,0.0,9,5,1,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,7,5,0.0,0.0,0.0,3,2,3,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,4,0.0,0.0,0.0,4,1,3,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,7,4,0.0,0.0,0.0,9,4,6,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,8,3,0.0,0.0,0.0,10,3,2,0,0.0
findkg,node_replacement,1,0.3333,0.3333,0.3333,6,6,0.1667,0.1667,0.1667,6,6,8,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,6,3,0.0,0.0,0.0,8,3,2,0,0.0
findkg,node_removal,1,0.25,0.3333,0.2857,4,3,0.25,1.0,0.4,4,1,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,8,3,0.0,0.0,0.0,9,3,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,10,9,0.0,0.0,0.0,10,9,4,0,0.0
findkg,node_replacement,1,0.0909,0.1,0.0952,11,10,0.0,0.0,0.0,13,10,14,0,0.0
findkg,node_removal,0,0.75,0.75,0.75,4,4,0.25,0.3333,0.2857,4,3,1,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,7,4,0.0,0.0,0.0,7,4,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,9,7,0.0,0.0,0.0,9,5,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,8,0.0,0.0,0.0,9,4,4,0,0.0
findkg,edge_deletion,1,0.2,0.2,0.2,10,10,0.1818,0.25,0.2105,11,8,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,7,7,0.0,0.0,0.0,7,7,2,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,12,11,0.0,0.0,0.0,9,9,2,0,0.0
findkg,node_removal,1,0.2222,0.2222,0.2222,9,9,0.1111,1.0,0.2,9,1,8,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,6,3,0.0,0.0,0.0,8,3,6,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,9,2,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,6,6,0.1667,0.2,0.1818,6,5,1,0,0.0
findkg,edge_replacement,0,0.1429,0.25,0.1818,7,4,0.1111,0.25,0.1538,9,4,2,0,0.0
findkg,node_replacement,1,0.3636,0.6667,0.4706,11,6,0.1667,0.3333,0.2222,12,6,2,0,0.0
findkg,node_removal,0,0.0833,0.25,0.125,12,4,0.1,0.5,0.1667,10,2,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,6,1,3,0,0.0
findkg,edge_deletion,0,0.5,0.5,0.5,8,8,0.3333,0.3333,0.3333,6,6,2,2,1.0
findkg,edge_deletion,0,0.2,0.2,0.2,10,10,0.2222,0.25,0.2353,9,8,2,0,0.0
findkg,edge_deletion,0,0.1,0.1,0.1,10,10,0.1111,0.125,0.1176,9,8,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,4,2,4,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,3,0.0,0.0,0.0,8,2,1,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,6,3,0.0,0.0,0.0,9,3,2,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,9,8,0.0,0.0,0.0,6,6,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,7,1,3,0,0.0
findkg,edge_deletion,1,0.1,0.125,0.1111,10,8,0.125,0.1667,0.1429,8,6,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,8,0.0,0.0,0.0,8,4,4,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,17,4,0.0,0.0,0.0,11,4,4,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,4,4,0.0,0.0,0.0,7,4,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,12,5,0.0,0.0,0.0,14,5,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,8,0.0,0.0,0.0,8,2,6,0,0.0
findkg,node_removal,1,0.1667,0.25,0.2,6,4,0.0,0.0,0.0,8,1,3,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,10,9,8,0,0.0
findkg,edge_replacement,1,0.4,0.4,0.4,5,5,0.2,0.2,0.2,5,5,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,8,7,0.0,0.0,0.0,9,1,6,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,4,4,0.0,0.0,0.0,4,4,2,0,0.0
findkg,node_removal,1,0.25,0.5,0.3333,8,4,0.1667,0.6667,0.2667,12,3,1,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,3,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,9,5,0.0,0.0,0.0,7,5,2,0,0.0
findkg,node_replacement,1,0.2,0.4,0.2667,10,5,0.0,0.0,0.0,6,5,8,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,17,5,0.0,0.0,0.0,15,4,1,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,6,3,0.0,0.0,0.0,6,3,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,9,8,0,0.0
findkg,edge_deletion,1,0.0,0.0,0.0,9,6,0.0,0.0,0.0,8,5,1,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,8,8,0.0,0.0,0.0,6,6,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,7,7,0.0,0.0,0.0,7,7,14,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,9,3,0.0,0.0,0.0,9,1,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0,6,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,8,7,0.0,0.0,0.0,4,1,6,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,14,9,0.0,0.0,0.0,9,7,2,0,0.0
findkg,edge_replacement,0,0.125,0.2,0.1538,8,5,0.2,0.4,0.2667,10,5,2,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,9,3,1,0,0.0
findkg,node_removal,1,0.1667,0.1667,0.1667,6,6,0.0,0.0,0.0,6,4,2,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,5,5,0.0,0.0,0.0,4,4,1,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,9,5,0.0,0.0,0.0,8,5,10,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,10,4,0.0,0.0,0.0,4,3,1,0,0.0
findkg,node_removal,1,0.25,0.25,0.25,8,8,0.25,0.3333,0.2857,8,6,2,0,0.0
findkg,node_replacement,0,0.2,0.2,0.2,5,5,0.2,0.2,0.2,5,5,6,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,8,3,0.0,0.0,0.0,8,3,6,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,7,4,0.0,0.0,0.0,8,1,3,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,6,6,0.0,0.0,0.0,6,4,2,0,0.0
findkg,node_replacement,0,0.8,0.8,0.8,5,5,0.5,0.6,0.5455,6,5,10,7,0.7
findkg,edge_replacement,1,0.0,0.0,0.0,9,3,0.0,0.0,0.0,10,3,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,11,4,0.0,0.0,0.0,13,4,6,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,3,3,0.0,0.0,0.0,6,1,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,8,7,0.0,0.0,0.0,7,7,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,4,3,0.0,0.0,0.0,5,3,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,8,6,0.0,0.0,0.0,8,6,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,5,3,0.0,0.0,0.0,6,3,6,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,10,3,0.0,0.0,0.0,7,3,2,0,0.0
findkg,node_replacement,1,0.3333,0.5,0.4,6,4,0.0,0.0,0.0,0,4,4,1,0.25
findkg,node_removal,1,0.1667,0.2857,0.2105,12,7,0.0,0.0,0.0,11,1,6,1,0.1667
findkg,node_replacement,1,0.0,0.0,0.0,5,3,0.0,0.0,0.0,9,3,6,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,9,3,0.0,0.0,0.0,7,1,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,11,5,0.0,0.0,0.0,8,1,4,0,0.0
