id,paragraph_1,kg_1,paragraph_2,kg_2
40,"The drug glibornuride decreases the efficacy of diazoxide, octylphenoxy polyethoxyethanol, and increases the efficacy of celiprolol. 

Nitrofurantoin increases the efficacy of testosterone succinate and has side effects including increased body temperature and tingling sensation. 

Anastrozole targets cytochrome p450 19a1. 

Estradiol acetate decreases the efficacy of nitrofurantoin, anastrozole, and glibornuride.","[[""glibornuride"", ""decreases_efficacy_of"", ""diazoxide""], [""glibornuride"", ""decreases_efficacy_of"", ""octylphenoxy_polyethoxyethanol""], [""glibornuride"", ""increases_efficacy_of"", ""celiprolol""], [""nitrofurantoin"", ""increases_efficacy_of"", ""testosterone_succinate""], [""nitrofurantoin"", ""has_side_effect"", ""increased_body_temperature""], [""nitrofurantoin"", ""has_side_effect"", ""tingling_sensation""], [""anastrozole"", ""targets"", ""cytochrome_p450_19a1""], [""estradiol_acetate"", ""decreases_efficacy_of"", ""nitrofurantoin""], [""estradiol_acetate"", ""decreases_efficacy_of"", ""anastrozole""], [""estradiol_acetate"", ""decreases_efficacy_of"", ""glibornuride""]]","The drug glibornuride decreases the efficacy of diazoxide, octylphenoxy polyethoxyethanol, and increases the efficacy of celiprolol. Additionally, estradiol acetate decreases the efficacy of nitrofurantoin, anastrozole, and glibornuride. Nitrofurantoin increases the efficacy of testosterone succinate and has side effects such as increased body temperature and tingling sensation. Anastrozole targets cytochrome p450 19a1.","[[""glibornuride"", ""decreases_efficacy_of"", ""diazoxide""], [""glibornuride"", ""decreases_efficacy_of"", ""octylphenoxy_polyethoxyethanol""], [""glibornuride"", ""increases_efficacy_of"", ""celiprolol""], [""estradiol_acetate"", ""decreases_efficacy_of"", ""nitrofurantoin""], [""estradiol_acetate"", ""decreases_efficacy_of"", ""anastrozole""], [""estradiol_acetate"", ""decreases_efficacy_of"", ""glibornuride""], [""nitrofurantoin"", ""increases_efficacy_of"", ""testosterone_succinate""], [""nitrofurantoin"", ""has_side_effect"", ""increased_body_temperature""], [""nitrofurantoin"", ""has_side_effect"", ""tingling_sensation""], [""anastrozole"", ""targets"", ""cytochrome_p450_19a1""]]"
41,"The gene ND1 is known to cause Leber optic atrophy, mitochondrial myopathy, and isolated complex I deficiency. Mitochondrial myopathy, in turn, is associated with phenotypes such as macroglossia, hypertrichosis, and distal peripheral sensory neuropathy. Isolated complex I deficiency, on the other hand, manifests in phenotypes like microcephaly, diabetes mellitus, and feeding difficulties.","[[""ND1"", ""causes"", ""Leber_optic_atrophy""], [""ND1"", ""causes"", ""mitochondrial_myopathy""], [""ND1"", ""causes"", ""isolated_complex_I_deficiency""], [""mitochondrial_myopathy"", ""associated_with"", ""macroglossia""], [""mitochondrial_myopathy"", ""associated_with"", ""hypertrichosis""], [""mitochondrial_myopathy"", ""associated_with"", ""distal_peripheral_sensory_neuropathy""], [""isolated_complex_I_deficiency"", ""manifests_in"", ""microcephaly""], [""isolated_complex_I_deficiency"", ""manifests_in"", ""diabetes_mellitus""], [""isolated_complex_I_deficiency"", ""manifests_in"", ""feeding_difficulties""]]","The gene ND1 is known to cause the condition Leber optic atrophy. Mitochondrial myopathy presents with phenotypes such as macroglossia, hypertrichosis, and distal peripheral sensory neuropathy. Additionally, isolated complex I deficiency is associated with phenotypes including microcephaly, diabetes mellitus, and feeding difficulties.","[[""ND1"", ""causes"", ""Leber_optic_atrophy""], [""mitochondrial_myopathy"", ""presents_with"", ""macroglossia""], [""mitochondrial_myopathy"", ""presents_with"", ""hypertrichosis""], [""mitochondrial_myopathy"", ""presents_with"", ""distal_peripheral_sensory_neuropathy""], [""isolated_complex_I_deficiency"", ""associated_with"", ""microcephaly""], [""isolated_complex_I_deficiency"", ""associated_with"", ""diabetes_mellitus""], [""isolated_complex_I_deficiency"", ""associated_with"", ""feeding_difficulties""]]"
42,"The chemical octocrylene targets both estrogen receptor alpha and estrogen receptor beta. Estrogen receptor alpha is a gene product of ESR1, which is implicated in causing estrogen resistance syndrome and acts within pathways such as PIP3 activates AKT signaling and Estrogen-dependent gene expression. Additionally, estrogen receptor beta is a gene product of ESR2. On the other hand, estrogen receptor alpha is also a gene product of VHL, which is associated with causing erythrocytosis and acts within pathways related to SUMOylation of ubiquitinylation proteins and the RHOBTB3 ATPase cycle.","[[""octocrylene"", ""targets"", ""estrogen_receptor_alpha""], [""octocrylene"", ""targets"", ""estrogen_receptor_beta""], [""estrogen_receptor_alpha"", ""gene_product_of"", ""ESR1""], [""ESR1"", ""implicated_in"", ""estrogen_resistance_syndrome""], [""estrogen_receptor_alpha"", ""acts_within"", ""PIP3_activates_AKT_signaling""], [""estrogen_receptor_alpha"", ""acts_within"", ""Estrogen-dependent_gene_expression""], [""estrogen_receptor_beta"", ""gene_product_of"", ""ESR2""], [""estrogen_receptor_alpha"", ""gene_product_of"", ""VHL""], [""VHL"", ""associated_with"", ""erythrocytosis""], [""VHL"", ""acts_within"", ""SUMOylation_of_ubiquitinylation_proteins""], [""VHL"", ""acts_within"", ""RHOBTB3_ATPase_cycle""]]",The compound octocrylene targets the estrogen receptor beta. Estrogen receptor alpha is a gene product of ESR1 and estrogen receptor beta is a gene product of ESR2. ESR1 is associated with causing estrogen resistance syndrome and functions within pathways including PIP3 activates AKT signaling and Estrogen-dependent gene expression. VHL is linked to causing erythrocytosis and participates in processes such as SUMOylation of ubiquitinylation proteins and the RHOBTB3 ATPase cycle.,"[[""octocrylene"", ""targets"", ""estrogen_receptor_beta""], [""estrogen_receptor_alpha"", ""gene_product_of"", ""ESR1""], [""estrogen_receptor_beta"", ""gene_product_of"", ""ESR2""], [""ESR1"", ""associated_with"", ""estrogen_resistance_syndrome""], [""ESR1"", ""functions_within"", ""PIP3_activates_AKT_signaling""], [""ESR1"", ""functions_within"", ""Estrogen-dependent_gene_expression""], [""VHL"", ""linked_to"", ""erythrocytosis""], [""VHL"", ""participates_in"", ""SUMOylation_of_ubiquitinylation_proteins""], [""VHL"", ""participates_in"", ""RHOBTB3_ATPase_cycle""]]"
43,"Cidofovir decreases the efficacy of rubella virus vaccine, leading to potential side effects such as bronchitis and dry skin. Stavudine also decreases the efficacy of varicella zoster vaccine (live/attenuated) and is associated with side effects like constipation and headache. The varicella zoster vaccine (live/attenuated), on the other hand, decreases the efficacy of cidofovir, zanamivir, and atazanavir.","[[""Cidofovir"", ""decreases_efficacy_of"", ""rubella_virus_vaccine""], [""Cidofovir"", ""leads_to"", ""bronchitis""], [""Cidofovir"", ""leads_to"", ""dry_skin""], [""Stavudine"", ""decreases_efficacy_of"", ""varicella_zoster_vaccine""], [""Stavudine"", ""associated_with"", ""constipation""], [""Stavudine"", ""associated_with"", ""headache""], [""varicella_zoster_vaccine"", ""decreases_efficacy_of"", ""Cidofovir""], [""varicella_zoster_vaccine"", ""decreases_efficacy_of"", ""zanamivir""], [""varicella_zoster_vaccine"", ""decreases_efficacy_of"", ""atazanavir""]]","Cidofovir reduces the efficacy of thio-maltopentaose and has side effects including bronchitis and cryptococcal meningitis. Stavudine decreases the efficacy of tiracizine and causes side effects such as decreased serum prolactin and headaches. Tiracizine, in turn, reduces the efficacy of cidofovir, zanamivir, and atazanavir.","[[""Cidofovir"", ""reduces_efficacy_of"", ""thio-maltopentaose""], [""Cidofovir"", ""leads_to"", ""bronchitis""], [""Cidofovir"", ""leads_to"", ""cryptococcal_meningitis""], [""Stavudine"", ""decreases_efficacy_of"", ""tiracizine""], [""Stavudine"", ""leads_to"", ""decreased_serum_prolactin""], [""Stavudine"", ""leads_to"", ""headaches""], [""Tiracizine"", ""reduces_efficacy_of"", ""Cidofovir""], [""Tiracizine"", ""reduces_efficacy_of"", ""zanamivir""], [""Tiracizine"", ""reduces_efficacy_of"", ""atazanavir""]]"
44,"Yohimbine increases neuropsychiatric effects. Deramciclane decreases the efficacy of mefloquine and borage oil, but increases the efficacy of yohimbine.","[[""Yohimbine"", ""increases"", ""neuropsychiatric_effects""], [""Deramciclane"", ""decreases_efficacy_of"", ""mefloquine""], [""Deramciclane"", ""decreases_efficacy_of"", ""borage_oil""], [""Deramciclane"", ""increases_efficacy_of"", ""yohimbine""]]","Yohimbine reduces the neuropsychiatric effects. Deramciclane decreases the efficacy of mefloquine, but increases the efficacy of yohimbine. Additionally, deramciclane decreases the efficacy of borage oil.","[[""Yohimbine"", ""reduces"", ""neuropsychiatric_effects""], [""Deramciclane"", ""decreases_efficacy_of"", ""mefloquine""], [""Deramciclane"", ""increases_efficacy_of"", ""yohimbine""], [""Deramciclane"", ""decreases_efficacy_of"", ""borage_oil""]]"
45,"The drug Lomefloxacin is known to increase the effect of bradycardia, and its efficacy with both pentamidine and balaglitazone. Additionally, Voglibose increases the efficacy of Lomefloxacin and Carvedilol, but decreases the efficacy of Hydroxyprogesterone caproate.","[[""Lomefloxacin"", ""increases_effect_of"", ""bradycardia""], [""Lomefloxacin"", ""efficacy_with"", ""pentamidine""], [""Lomefloxacin"", ""efficacy_with"", ""balaglitazone""], [""Voglibose"", ""increases_efficacy_of"", ""Lomefloxacin""], [""Voglibose"", ""increases_efficacy_of"", ""Carvedilol""], [""Voglibose"", ""decreases_efficacy_of"", ""Hydroxyprogesterone_caproate""]]","The drug lomefloxacin increases the effect on bradycardia. Additionally, lomefloxacin enhances the efficacy of pentamidine and balaglitazone. Voglibose, on the other hand, boosts the efficacy of lomefloxacin and carvedilol, but reduces the efficacy of hydroxyprogesterone caproate.","[[""lomefloxacin"", ""increases_effect_on"", ""bradycardia""], [""lomefloxacin"", ""enhances_efficacy_of"", ""pentamidine""], [""lomefloxacin"", ""enhances_efficacy_of"", ""balaglitazone""], [""Voglibose"", ""boosts_efficacy_of"", ""lomefloxacin""], [""Voglibose"", ""boosts_efficacy_of"", ""carvedilol""], [""Voglibose"", ""reduces_efficacy_of"", ""hydroxyprogesterone_caproate""]]"
46,"The drug timolol increases the activity of the antihypertensive activities while decreasing the efficacy of tulobuterol. Detomidine decreases the efficacy of timolol, doxazosin, and dronedarone. Doxazosin additionally decreases the efficacy of moxonidine and vibegron, with a side effect of causing myocardial ischaemia. Dronedarone targets both the alpha-2b adrenergic receptor and the thyroid hormone receptor alpha, while also decreasing the efficacy of isometheptene.","[[""timolol"", ""increases"", ""antihypertensive_activities""], [""timolol"", ""decreases"", ""tulobuterol""], [""detomidine"", ""decreases"", ""timolol""], [""detomidine"", ""decreases"", ""doxazosin""], [""detomidine"", ""decreases"", ""dronedarone""], [""doxazosin"", ""decreases"", ""moxonidine""], [""doxazosin"", ""decreases"", ""vibegron""], [""doxazosin"", ""causes"", ""myocardial_ischaemia""], [""dronedarone"", ""targets"", ""alpha-2b_adrenergic_receptor""], [""dronedarone"", ""targets"", ""thyroid_hormone_receptor_alpha""], [""dronedarone"", ""decreases"", ""isometheptene""]]","The drug timolol decreases the efficacy of tulobuterol and the antihypertensive activities.

Detomidine decreases the efficacy of timolol, doxazosin, and dronedarone.

Doxazosin decreases the efficacy of moxonidine and vibegron, and has a side effect of causing myocardial ischaemia.

Dronedarone has targets including the alpha-2b adrenergic receptor and the thyroid hormone receptor alpha, while also decreasing the efficacy of isometheptene.","[[""timolol"", ""decreases"", ""tulobuterol""], [""timolol"", ""decreases"", ""antihypertensive_activities""], [""detomidine"", ""decreases"", ""timolol""], [""detomidine"", ""decreases"", ""doxazosin""], [""detomidine"", ""decreases"", ""dronedarone""], [""doxazosin"", ""decreases"", ""moxonidine""], [""doxazosin"", ""decreases"", ""vibegron""], [""doxazosin"", ""causes"", ""myocardial_ischaemia""], [""dronedarone"", ""targets"", ""alpha-2b_adrenergic_receptor""], [""dronedarone"", ""targets"", ""thyroid_hormone_receptor_alpha""], [""dronedarone"", ""decreases"", ""isometheptene""]]"
47,"The drug Bisindolylmaleimide VIII targets both Myotonin-protein kinase and 3-phosphoinositide-dependent protein kinase 1. Myotonin-protein kinase is a gene product of DMPK which causes myotonic dystrophy 1 and congenital-onset steinert myotonic dystrophy. Myotonic dystrophy 1 is associated with phenotypes like facial diplegia and autosomal dominant inheritance. Congenital-onset Steinert myotonic dystrophy presents symptoms such as autistic behavior, diarrhea, and sleep disturbance. 3-phosphoinositide-dependent protein kinase 1 is a gene product of PDPK1, which acts within pathways including Role of LAT2/NTAL/LAB on calcium mobilization, VEGFR2 mediated vascular permeability, and VEGFR2 mediated cell proliferation. DMPK also plays a role in ion homeostasis.","[[""Bisindolylmaleimide_VIII"", ""targets"", ""Myotonin-protein_kinase""], [""Bisindolylmaleimide_VIII"", ""targets"", ""3-phosphoinositide-dependent_protein_kinase_1""], [""Myotonin-protein_kinase"", ""gene_product_of"", ""DMPK""], [""DMPK"", ""causes"", ""myotonic_dystrophy_1""], [""DMPK"", ""causes"", ""congenital-onset_steinert_myotonic_dystrophy""], [""myotonic_dystrophy_1"", ""associated_with"", ""facial_diplegia""], [""myotonic_dystrophy_1"", ""associated_with"", ""autosomal_dominant_inheritance""], [""congenital-onset_steinert_myotonic_dystrophy"", ""presents_symptoms"", ""autistic_behavior""], [""congenital-onset_steinert_myotonic_dystrophy"", ""presents_symptoms"", ""diarrhea""], [""congenital-onset_steinert_myotonic_dystrophy"", ""presents_symptoms"", ""sleep_disturbance""], [""3-phosphoinositide-dependent_protein_kinase_1"", ""gene_product_of"", ""PDPK1""], [""PDPK1"", ""acts_in"", ""Role_of_LAT2/NTAL/LAB_on_calcium_mobilization""], [""PDPK1"", ""acts_in"", ""VEGFR2_mediated_vascular_permeability""], [""PDPK1"", ""acts_in"", ""VEGFR2_mediated_cell_proliferation""], [""DMPK"", ""plays_role_in"", ""ion_homeostasis""]]",The myotonin-protein kinase is a gene product of DMPK.,"[[""myotonin-protein_kinase"", ""gene_product_of"", ""DMPK""]]"
48,"The drug sulfadiazine increases the activity of the excretion rate and has side effects such as dermatitis exfoliative and hepatitis. 
Additionally, teprotumumab decreases the efficacy of sulfadiazine, rindopepimut, and sipuleucel-t. 
Furthermore, sipuleucel-t decreases the efficacy of dacarbazine, hydroxychloroquine, and briakinumab.","[[""sulfadiazine"", ""increases"", ""excretion_rate""], [""sulfadiazine"", ""has_side_effect"", ""dermatitis_exfoliative""], [""sulfadiazine"", ""has_side_effect"", ""hepatitis""], [""teprotumumab"", ""decreases_efficacy_of"", ""sulfadiazine""], [""teprotumumab"", ""decreases_efficacy_of"", ""rindopepimut""], [""teprotumumab"", ""decreases_efficacy_of"", ""sipuleucel-t""], [""sipuleucel-t"", ""decreases_efficacy_of"", ""dacarbazine""], [""sipuleucel-t"", ""decreases_efficacy_of"", ""hydroxychloroquine""], [""sipuleucel-t"", ""decreases_efficacy_of"", ""briakinumab""]]","The drug sulfadiazine has side effects including dermatitis exfoliative and hepatitis, and it also decreases the activity of the excretion rate. Teprotumumab decreases the efficacy of sulfadiazine, rindopepimut, and sipuleucel-t, while sipuleucel-t decreases the efficacy of dacarbazine, hydroxychloroquine, and briakinumab.","[[""sulfadiazine"", ""has_side_effect"", ""dermatitis_exfoliative""], [""sulfadiazine"", ""has_side_effect"", ""hepatitis""], [""sulfadiazine"", ""decreases"", ""excretion_rate""], [""teprotumumab"", ""decreases_efficacy_of"", ""sulfadiazine""], [""teprotumumab"", ""decreases_efficacy_of"", ""rindopepimut""], [""teprotumumab"", ""decreases_efficacy_of"", ""sipuleucel-t""], [""sipuleucel-t"", ""decreases_efficacy_of"", ""dacarbazine""], [""sipuleucel-t"", ""decreases_efficacy_of"", ""hydroxychloroquine""], [""sipuleucel-t"", ""decreases_efficacy_of"", ""briakinumab""]]"
49,"The gene MDH2 plays a role in various conditions, including epileptic encephalopathy, hereditary pheochromocytoma-paraganglioma, and acts within the Citric acid cycle (TCA cycle). Epileptic encephalopathy presents with phenotypes such as eeg abnormality, congenital onset, and bilateral tonic-clonic seizure. On the other hand, hereditary pheochromocytoma-paraganglioma manifests with pallor, renal cell carcinoma, and retinal capillary hemangioma.","[[""MDH2"", ""plays_role_in"", ""epileptic_encephalopathy""], [""MDH2"", ""plays_role_in"", ""hereditary_pheochromocytoma-paraganglioma""], [""MDH2"", ""acts_within"", ""Citric_acid_cycle""], [""MDH2"", ""acts_within"", ""TCA_cycle""], [""epileptic_encephalopathy"", ""presents_with"", ""eeg_abnormality""], [""epileptic_encephalopathy"", ""presents_with"", ""congenital_onset""], [""epileptic_encephalopathy"", ""presents_with"", ""bilateral_tonic-clonic_seizure""], [""hereditary_pheochromocytoma-paraganglioma"", ""manifests_with"", ""pallor""], [""hereditary_pheochromocytoma-paraganglioma"", ""manifests_with"", ""renal_cell_carcinoma""], [""hereditary_pheochromocytoma-paraganglioma"", ""manifests_with"", ""retinal_capillary_hemangioma""]]","The gene MDH2 causes epileptic encephalopathy, a condition associated with EEG abnormality and bilateral tonic-clonic seizure.","[[""MDH2"", ""causes"", ""epileptic_encephalopathy""], [""epileptic_encephalopathy"", ""associated_with"", ""EEG_abnormality""], [""epileptic_encephalopathy"", ""associated_with"", ""bilateral_tonic-clonic_seizure""]]"
50,"The drug labetalol is known to increase the efficacy of repaglinide. Paliperidone decreases the efficacy of isoetharine, epinephrine, and tropatepine. Ritodrine decreases the efficacy of labetalol, trimazosin, and aripiprazole lauroxil. Celiprolol decreases the efficacy of ritodrine, paliperidone, and mephentermine. Trimazosin decreases the efficacy of nabumetone, meclofenamic acid, and gepefrine. Mephentermine decreases the efficacy of trifluoperazine, anisodamine, and propiverine.","[[""labetalol"", ""increases_efficacy_of"", ""repaglinide""], [""paliperidone"", ""decreases_efficacy_of"", ""isoetharine""], [""paliperidone"", ""decreases_efficacy_of"", ""epinephrine""], [""paliperidone"", ""decreases_efficacy_of"", ""tropatepine""], [""ritodrine"", ""decreases_efficacy_of"", ""labetalol""], [""ritodrine"", ""decreases_efficacy_of"", ""trimazosin""], [""ritodrine"", ""decreases_efficacy_of"", ""aripiprazole_lauroxil""], [""celiprolol"", ""decreases_efficacy_of"", ""ritodrine""], [""celiprolol"", ""decreases_efficacy_of"", ""paliperidone""], [""celiprolol"", ""decreases_efficacy_of"", ""mephentermine""], [""trimazosin"", ""decreases_efficacy_of"", ""nabumetone""], [""trimazosin"", ""decreases_efficacy_of"", ""meclofenamic_acid""], [""trimazosin"", ""decreases_efficacy_of"", ""gepefrine""], [""mephentermine"", ""decreases_efficacy_of"", ""trifluoperazine""], [""mephentermine"", ""decreases_efficacy_of"", ""anisodamine""], [""mephentermine"", ""decreases_efficacy_of"", ""propiverine""]]","The drug labetalol increases the efficacy of repaglinide. Paliperidone decreases the efficacy of isoetharine, epinephrine, and tropatepine. Ritodrine decreases the efficacy of labetalol and aripiprazole lauroxil. Celiprolol decreases the efficacy of paliperidone. Trimazosin decreases the efficacy of nabumetone, meclofenamic acid, and gepefrine. Mephentermine decreases the efficacy of trifluoperazine, anisodamine, and propiverine.","[[""labetalol"", ""increases_efficacy_of"", ""repaglinide""], [""paliperidone"", ""decreases_efficacy_of"", ""isoetharine""], [""paliperidone"", ""decreases_efficacy_of"", ""epinephrine""], [""paliperidone"", ""decreases_efficacy_of"", ""tropatepine""], [""ritodrine"", ""decreases_efficacy_of"", ""labetalol""], [""ritodrine"", ""decreases_efficacy_of"", ""aripiprazole_lauroxil""], [""celiprolol"", ""decreases_efficacy_of"", ""paliperidone""], [""trimazosin"", ""decreases_efficacy_of"", ""nabumetone""], [""trimazosin"", ""decreases_efficacy_of"", ""meclofenamic_acid""], [""trimazosin"", ""decreases_efficacy_of"", ""gepefrine""], [""mephentermine"", ""decreases_efficacy_of"", ""trifluoperazine""], [""mephentermine"", ""decreases_efficacy_of"", ""anisodamine""], [""mephentermine"", ""decreases_efficacy_of"", ""propiverine""]]"
51,"Rimantadine has side effects such as feeling abnormal and local swelling. The yellow fever vaccine is known to decrease the efficacy of delavirdine, velpatasvir, and inosine pranobex. Cenicriviroc decreases the efficacy of rubella virus vaccine, varicella zoster vaccine (live/attenuated), and yellow fever vaccine. Rubella virus vaccine decreases the efficacy of rimantadine, daclatasvir, and bamlanivimab. The varicella zoster vaccine (live/attenuated) decreases the efficacy of tenofovir disoproxil, triamcinolone, and cortivazol.","[[""Rimantadine"", ""has_side_effect"", ""feeling_abnormal""], [""Rimantadine"", ""has_side_effect"", ""local_swelling""], [""Yellow_fever_vaccine"", ""decreases_efficacy_of"", ""Delavirdine""], [""Yellow_fever_vaccine"", ""decreases_efficacy_of"", ""Velpatasvir""], [""Yellow_fever_vaccine"", ""decreases_efficacy_of"", ""Inosine_pranobex""], [""Cenicriviroc"", ""decreases_efficacy_of"", ""Rubella_virus_vaccine""], [""Cenicriviroc"", ""decreases_efficacy_of"", ""Varicella_zoster_vaccine""], [""Cenicriviroc"", ""decreases_efficacy_of"", ""Yellow_fever_vaccine""], [""Rubella_virus_vaccine"", ""decreases_efficacy_of"", ""Rimantadine""], [""Rubella_virus_vaccine"", ""decreases_efficacy_of"", ""Daclatasvir""], [""Rubella_virus_vaccine"", ""decreases_efficacy_of"", ""Bamlanivimab""], [""Varicella_zoster_vaccine"", ""decreases_efficacy_of"", ""Tenofovir_disoproxil""], [""Varicella_zoster_vaccine"", ""decreases_efficacy_of"", ""Triamcinolone""], [""Varicella_zoster_vaccine"", ""decreases_efficacy_of"", ""Cortivazol""]]","The drug rimantadine has side effects including feeling abnormal and local swelling. Yellow fever vaccine is known to decrease efficacy of delavirdine, velpatasvir, and inosine pranobex. Cenicriviroc decreases efficacy of rubella virus vaccine, varicella zoster vaccine (live/attenuated), and yellow fever vaccine. Rubella virus vaccine decreases efficacy of rimantadine, daclatasvir, and bamlanivimab. Varicella zoster vaccine (live/attenuated) decreases efficacy of tenofovir disoproxil, triamcinolone, and cortivazol.","[[""Rimantadine"", ""has_side_effect"", ""feeling_abnormal""], [""Rimantadine"", ""has_side_effect"", ""local_swelling""], [""Yellow_fever_vaccine"", ""decreases_efficacy_of"", ""Delavirdine""], [""Yellow_fever_vaccine"", ""decreases_efficacy_of"", ""Velpatasvir""], [""Yellow_fever_vaccine"", ""decreases_efficacy_of"", ""Inosine_pranobex""], [""Cenicriviroc"", ""decreases_efficacy_of"", ""Rubella_virus_vaccine""], [""Cenicriviroc"", ""decreases_efficacy_of"", ""Varicella_zoster_vaccine""], [""Cenicriviroc"", ""decreases_efficacy_of"", ""Yellow_fever_vaccine""], [""Rubella_virus_vaccine"", ""decreases_efficacy_of"", ""Rimantadine""], [""Rubella_virus_vaccine"", ""decreases_efficacy_of"", ""Daclatasvir""], [""Rubella_virus_vaccine"", ""decreases_efficacy_of"", ""Bamlanivimab""], [""Varicella_zoster_vaccine"", ""decreases_efficacy_of"", ""Tenofovir_disoproxil""], [""Varicella_zoster_vaccine"", ""decreases_efficacy_of"", ""Triamcinolone""], [""Varicella_zoster_vaccine"", ""decreases_efficacy_of"", ""Cortivazol""]]"
52,"The drug torasemide increases the effect of CNS depression, decreases the efficacy of metformin, and affects NPPA antisense RNA 1. Menthyl salicylate, on the other hand, decreases the efficacy of torasemide, methyclothiazide, and guanoclor. Guanoclor further decreases the efficacy of bumadizone and serdexmethylphenidate.","[[""torasemide"", ""increases"", ""CNS_depression""], [""torasemide"", ""decreases"", ""metformin""], [""torasemide"", ""affects"", ""NPPA_antisense_RNA_1""], [""menthyl_salicylate"", ""decreases"", ""torasemide""], [""menthyl_salicylate"", ""decreases"", ""methyclothiazide""], [""menthyl_salicylate"", ""decreases"", ""guanoclor""], [""guanoclor"", ""decreases"", ""bumadizone""], [""guanoclor"", ""decreases"", ""serdexmethylphenidate""]]","Torasemide increases the effect of CNS depression, decreases the efficacy of Metformin, and affects the NPPA antisense RNA 1. Menthyl salicylate decreases the efficacy of Torasemide, Methyclothiazide, and Guanoclor. Guanoclor further decreases the efficacy of Bumadizone and Serdexmethylphenidate.","[[""torasemide"", ""increases"", ""CNS_depression""], [""torasemide"", ""decreases"", ""Metformin""], [""torasemide"", ""affects"", ""NPPA_antisense_RNA_1""], [""menthyl_salicylate"", ""decreases"", ""Torasemide""], [""menthyl_salicylate"", ""decreases"", ""Methyclothiazide""], [""menthyl_salicylate"", ""decreases"", ""Guanoclor""], [""Guanoclor"", ""decreases"", ""Bumadizone""], [""Guanoclor"", ""decreases"", ""Serdexmethylphenidate""]]"
53,"Picosulfuric acid decreases the efficacy of sparfloxacin, ribostamycin, and cefpirome. Magnesium citrate decreases the efficacy of tridihexethyl, dicyclomine, and emepronium. Normethadone decreases the efficacy of eplerenone and bisoxatin. Tilidine decreases the efficacy of bumetanide, metoclopramide, and theobromine. Ondelopran decreases the efficacy of lofentanil, normethadone, and tilidine. Lofentanil decreases the efficacy of canagliflozin, picosulfuric acid, and magnesium citrate.","[[""Picosulfuric_acid"", ""decreases_efficacy_of"", ""Sparfloxacin""], [""Picosulfuric_acid"", ""decreases_efficacy_of"", ""Ribostamycin""], [""Picosulfuric_acid"", ""decreases_efficacy_of"", ""Cefpirome""], [""Magnesium_citrate"", ""decreases_efficacy_of"", ""Tridihexethyl""], [""Magnesium_citrate"", ""decreases_efficacy_of"", ""Dicyclomine""], [""Magnesium_citrate"", ""decreases_efficacy_of"", ""Emepronium""], [""Normethadone"", ""decreases_efficacy_of"", ""Eplerenone""], [""Normethadone"", ""decreases_efficacy_of"", ""Bisoxatin""], [""Tilidine"", ""decreases_efficacy_of"", ""Bumetanide""], [""Tilidine"", ""decreases_efficacy_of"", ""Metoclopramide""], [""Tilidine"", ""decreases_efficacy_of"", ""Theobromine""], [""Ondelopran"", ""decreases_efficacy_of"", ""Lofentanil""], [""Ondelopran"", ""decreases_efficacy_of"", ""Normethadone""], [""Ondelopran"", ""decreases_efficacy_of"", ""Tilidine""], [""Lofentanil"", ""decreases_efficacy_of"", ""Canagliflozin""], [""Lofentanil"", ""decreases_efficacy_of"", ""Picosulfuric_acid""], [""Lofentanil"", ""decreases_efficacy_of"", ""Magnesium_citrate""]]","Picosulfuric acid decreases the efficacy of sparfloxacin, ribostamycin, and cefpirome. Magnesium citrate decreases the efficacy of tridihexethyl, dicyclomine, and emepronium. Normethadone decreases the efficacy of eplerenone and bisoxatin. Tilidine decreases the efficacy of bumetanide, metoclopramide, and theobromine. Ondelopran decreases the efficacy of lofentanil and tilidine. Lofentanil decreases the efficacy of canagliflozin.","[[""Picosulfuric_acid"", ""decreases_efficacy_of"", ""Sparfloxacin""], [""Picosulfuric_acid"", ""decreases_efficacy_of"", ""Ribostamycin""], [""Picosulfuric_acid"", ""decreases_efficacy_of"", ""Cefpirome""], [""Magnesium_citrate"", ""decreases_efficacy_of"", ""Tridihexethyl""], [""Magnesium_citrate"", ""decreases_efficacy_of"", ""Dicyclomine""], [""Magnesium_citrate"", ""decreases_efficacy_of"", ""Emepronium""], [""Normethadone"", ""decreases_efficacy_of"", ""Eplerenone""], [""Normethadone"", ""decreases_efficacy_of"", ""Bisoxatin""], [""Tilidine"", ""decreases_efficacy_of"", ""Bumetanide""], [""Tilidine"", ""decreases_efficacy_of"", ""Metoclopramide""], [""Tilidine"", ""decreases_efficacy_of"", ""Theobromine""], [""Ondelopran"", ""decreases_efficacy_of"", ""Lofentanil""], [""Ondelopran"", ""decreases_efficacy_of"", ""Tilidine""], [""Lofentanil"", ""decreases_efficacy_of"", ""Canagliflozin""]]"
