pair_id,label,perturbation_type,gt_similarity,snea_bert_similarity,paragraph_1,paragraph_2,gt_kg1_triples,gt_kg2_triples,our_kg1_triples,our_kg2_triples,perturbation_log
288,0,node_replacement,0.8947368421052632,0.7732395179288485,"The British Government maintains a series of relationships with various entities, including the US Government, the Brexit Process, and the Conservative party, highlighting its diverse political and economic links. Boris Johnson, a prominent figure within the British Government, also shares connections with European Nations and has played a controlling role in the Election. This Election has notably impacted President Maduro, demonstrating its far-reaching effects beyond domestic borders. Furthermore, Michael Gove is related to Boris Johnson and the Environment, showcasing his involvement in political and environmental matters.","The British Government has significant relationships with the US Government, the Brexit Process, and the Conservative Party. Boris Johnson, a prominent figure, is closely related to the British Government and also has connections with Brazil. He exercises control over elections, which in turn impacts individuals such as Greg Abel. Michael Gove, another key political personality, is related to Boris Johnson and to matters concerning the environment. Together, these relationships weave a complex web of political and governmental dynamics both within the UK and beyond its borders.","(British Government, Relate_To, US Government)
(British Government, Relate_To, Brexit Process)
(British Government, Relate_To, Conservative party)
(Boris Johnson, Relate_To, British Government)
(Boris Johnson, Relate_To, European Nations)
(Boris Johnson, Control, Election)
(Election, Impact, President Maduro)
(Michael Gove, Relate_To, Boris Johnson)
(Michael Gove, Relate_To, Environment)","(British Government, Relate_To, US Government)
(British Government, Relate_To, Brexit Process)
(British Government, Relate_To, Conservative party)
(Boris Johnson, Relate_To, British Government)
(Boris Johnson, Relate_To, Brazil)
(Boris Johnson, Control, Election)
(Election, Impact, Greg Abel)
(Michael Gove, Relate_To, Boris Johnson)
(Michael Gove, Relate_To, Environment)","(British_Government, maintains_relationships_with, US_Government)
(British_Government, maintains_relationships_with, Brexit_Process)
(British_Government, maintains_relationships_with, Conservative_party)
(Boris_Johnson, part_of, British_Government)
(Boris_Johnson, connected_to, European_Nations)
(Boris_Johnson, involved_in, Election)
(Election, impacted, President_Maduro)
(Michael_Gove, related_to, Boris_Johnson)
(Michael_Gove, related_to, Environment)
(Boris_Johnson, played_controlling_role_in, Election)","(British_Government, maintains_relationships_with, US_Government)
(British_Government, maintains_relationships_with, Brexit_Process)
(British_Government, maintains_relationships_with, Conservative_Party)
(Boris_Johnson, part_of, British_Government)
(Boris_Johnson, connected_to, Brazil)
(Boris_Johnson, exercises_control_over, elections)
(elections, impacted, Greg_Abel)
(Michael_Gove, related_to, Boris_Johnson)
(Michael_Gove, related_to, environment)
(Boris_Johnson, key_political_personality, British_Government)",node_replacement(10264→None); node_replacement(2250→None)
289,1,node_replacement,0.7619047619047619,0.8980708266642996,"The United States controls foreign aid as part of its global influence and operates in regions like West Africa. Its impact is also felt in wage gains within its economy, which, unfortunately, have a negative impact on investors and Fed policy. These wage gains are related to economic expansion, which has a positive impact on the Eurozone, indicating a ripple effect of economic activity across the Atlantic. Economic expansion is further related to policies such as tax cuts, and it also impacts the Treasury yield. Meanwhile, within the domain of investments, Intel Capital invests in the United States, reflecting confidence in its market potential.","The United States exercises control over Foreign Aid and holds a significant influence on wage gains. These wage gains, while indicative of economic progress, can adversely affect investors and Fed Policy due to the complexities associated with rapid economic changes. The country's operations extend into West Africa, showcasing its global reach. Intel Capital sees potential in the United States, investing resources into the nation, which speaks to its robust economic environment. Wage gains have a correlation with economic expansion, a phenomenon positively affecting the Eurozone. Economic expansion is also linked to Tax Cut strategies and has impactful implications for Treasury Yield. Each of these elements forms a complex web of financial and geopolitical relationships that define the current economic landscape.","(United States, Control, Foreign Aid)
(United States, Impact, Wage gains)
(United States, Operate_In, West Africa)
(Intel Capital, Invests_In, United States)
(Wage gains, Negative_Impact_On, Investors)
(Wage gains, Negative_Impact_On, Fed Policy)
(Wage gains, Relate_To, economic expansion)
(economic expansion, Positive_Impact_On, Eurozone)
(economic expansion, Relate_To, Tax Cut)
(economic expansion, Impact, Treasury Yield)","(United States, Control, Foreign Aid)
(United States, Impact, Wage gains)
(United States, Operate_In, West Africa)
(financial system, Invests_In, United States)
(Wage gains, Negative_Impact_On, Mossimo Giannulli)
(Wage gains, Negative_Impact_On, Capital Controls)
(Wage gains, Relate_To, Capital Punishment)
(Capital Punishment, Positive_Impact_On, Eurozone)
(Capital Punishment, Relate_To, Tax Cut)
(Capital Punishment, Impact, Client Money)","(United_States, controls, foreign_aid)
(United_States, operates_in, West_Africa)
(United_States, has_influence_on, global_influence)
(wage_gains, have_impact_on, investors)
(wage_gains, have_impact_on, Fed_policy)
(wage_gains, related_to, economic_expansion)
(economic_expansion, has_positive_impact_on, Eurozone)
(economic_expansion, related_to, tax_cuts)
(economic_expansion, impacts, Treasury_yield)
(Intel_Capital, invests_in, United_States)
(United_States, has, market_potential)","(United_States, exercises_control_over, Foreign_Aid)
(United_States, has_influence_on, wage_gains)
(wage_gains, indicative_of, economic_progress)
(wage_gains, adversely_affect, investors)
(wage_gains, adversely_affect, Fed_Policy)
(United_States, operates_in, West_Africa)
(United_States, has, global_reach)
(Intel_Capital, invests_in, United_States)
(United_States, has, robust_economic_environment)
(wage_gains, correlated_with, economic_expansion)
(economic_expansion, positively_affects, Eurozone)
(economic_expansion, linked_to, Tax_Cut_strategies)
(economic_expansion, impacts, Treasury_Yield)",node_replacement(18→None); node_replacement(1574→None); node_replacement(324→None); node_replacement(12250→None); node_replacement(2719→None)
290,0,node_removal,0.7777777777777778,0.7664600373063879,"Consumer prices significantly impact the Group of 20, interest rates, and the exchange rate. Additionally, changes in interest rates further influence the gold market.","Consumer prices have a significant impact on several key economic indicators. They influence the decisions made by the Group of 20, as well as affecting interest rates and the exchange rate.","(Consumer Prices, Impact, Group of 20)
(Consumer Prices, Impact, Interest Rates)
(Consumer Prices, Impact, Exchange Rate)
(Interest Rates, Impact, Gold market)","(Consumer Prices, Impact, Group of 20)
(Consumer Prices, Impact, Interest Rates)
(Consumer Prices, Impact, Exchange Rate)","(Consumer_prices, impact, Group_of_20)
(Consumer_prices, impact, interest_rates)
(Consumer_prices, impact, exchange_rate)
(interest_rates, influence, gold_market)","(Consumer_prices, impact, Group_of_20)
(Consumer_prices, influence, decisions_made_by_Group_of_20)
(Consumer_prices, affect, interest_rates)
(Consumer_prices, affect, exchange_rate)",node_removal(1442→None)
291,0,edge_replacement,0.8888888888888888,0.8624072346109722,"Vladimir Putin has a negative impact on Venezuela, influencing its political or economic conditions. Meanwhile, Emmanuel Macron is related to both Vladimir Putin and Syrian President Bashar al-Assad, indicating diplomatic or geopolitical connections. Additionally, Emmanuel Macron's policies or statements have an impact in the context of World War I, potentially affecting how the history of the conflict is perceived or commemorated.","Vladimir Putin has a positive impact on Venezuela, signaling a potentially beneficial relationship between the two. Meanwhile, Emmanuel Macron relates to Syrian President Bashar al-Assad and maintains connections with Vladimir Putin, indicating diplomatic or geopolitical ties. Moreover, Emmanuel Macron also has an impact on discussions or commemorations concerning World War I, highlighting his role in international relations and historical affairs.","(Vladimir Putin, Negative_Impact_On, Venezuela)
(Emmanuel Macron, Relate_To, Syrian President Bashar al-Assad)
(Emmanuel Macron, Relate_To, Vladimir Putin)
(Emmanuel Macron, Impact, World War I)","(Vladimir Putin, Positive_Impact_On, Venezuela)
(Emmanuel Macron, Relate_To, Syrian President Bashar al-Assad)
(Emmanuel Macron, Relate_To, Vladimir Putin)
(Emmanuel Macron, Impact, World War I)","(Vladimir_Putin, has_negative_impact_on, Venezuela)
(Vladimir_Putin, influences, Venezuela_political_or_economic_conditions)
(Emmanuel_Macron, related_to, Vladimir_Putin)
(Emmanuel_Macron, related_to, Bashar_al-Assad)
(Emmanuel_Macron, has_impact_in_context_of, World_War_I)
(Emmanuel_Macron_policies_or_statements, affect, history_of_World_War_I)
(Emmanuel_Macron_policies_or_statements, influence, perception_of_World_War_I)","(Vladimir_Putin, has_positive_impact_on, Venezuela)
(Vladimir_Putin, signals_beneficial_relationship_with, Venezuela)
(Emmanuel_Macron, relates_to, Bashar_al-Assad)
(Emmanuel_Macron, maintains_connections_with, Vladimir_Putin)
(Emmanuel_Macron, has_impact_on, discussions_or_commemorations_of_World_War_I)
(Emmanuel_Macron, highlights_role_in, international_relations)
(Emmanuel_Macron, highlights_role_in, historical_affairs)",edge_replacement(23→89)
292,0,node_removal,0.7333333333333334,0.7021153564110935,"Justice Brett Kavanaugh, a member of the Supreme Court, has connections that extend to figures such as Bill Clinton and Robert Mueller. Meanwhile, Andrew McCabe shares a relationship with James Comey. In its role as a prominent media outlet, the New York Times has announced developments concerning Andrew McCabe, a subpoena, and Justice Brett Kavanaugh, indicating its involvement in conveying significant legal and political events.","Justice Brett Kavanaugh has a connection to Bill Clinton, indicating a noteworthy relationship between the judicial figure and the former president. Meanwhile, Andrew McCabe is related to James Comey, highlighting the link between the two prominent figures in law enforcement. The New York Times played a pivotal role in publicly announcing developments related to Andrew McCabe, as well as the issuance of a subpoena. Moreover, the publication announced matters related to Justice Brett Kavanaugh, underscoring its influence in disseminating news about key individuals and legal actions.","(Justice Brett Kavanaugh, Is_Member_Of, Supreme Court)
(Justice Brett Kavanaugh, Relate_To, Bill Clinton)
(Justice Brett Kavanaugh, Relate_To, Robert Mueller)
(Andrew McCabe, Relate_To, James Comey)
(New York Times, Announce, Andrew McCabe)
(New York Times, Announce, Subpoena)
(New York Times, Announce, Justice Brett Kavanaugh)","(Justice Brett Kavanaugh, Relate_To, Bill Clinton)
(Andrew McCabe, Relate_To, James Comey)
(New York Times, Announce, Andrew McCabe)
(New York Times, Announce, Subpoena)
(New York Times, Announce, Justice Brett Kavanaugh)","(Justice_Brett_Kavanaugh, member_of, Supreme_Court)
(Justice_Brett_Kavanaugh, connected_to, Bill_Clinton)
(Justice_Brett_Kavanaugh, connected_to, Robert_Mueller)
(Andrew_McCabe, shares_relationship_with, James_Comey)
(New_York_Times, announced_developments_about, Andrew_McCabe)
(New_York_Times, announced_developments_about, subpoena)
(New_York_Times, announced_developments_about, Justice_Brett_Kavanaugh)
(New_York_Times, involved_in, conveying_legal_events)
(New_York_Times, involved_in, conveying_political_events)","(Justice_Brett_Kavanaugh, connected_to, Bill_Clinton)
(Justice_Brett_Kavanaugh, noteworthy_relationship_with, Bill_Clinton)
(Andrew_McCabe, related_to, James_Comey)
(Andrew_McCabe, link_with, James_Comey)
(New_York_Times, announced_developments_about, Andrew_McCabe)
(New_York_Times, announced_issuance_of, subpoena)
(New_York_Times, announced_matters_about, Justice_Brett_Kavanaugh)
(New_York_Times, influence_in, disseminating_news_about_key_individuals)
(New_York_Times, influence_in, disseminating_news_about_legal_actions)",node_removal(65→None); node_removal(105→None)
293,1,node_removal,0.5882352941176471,0.9874729655871848,"Donald Trump exerts control over governance and has announced a ban, while also being related to Jeffrey Epstein. Mahmoud Abbas is related to Donald Trump and controls both the Palestinian Authority and the Gaza Strip. Under his authority, the Palestinian Authority operates in the West Bank. Additionally, the Palestinian Authority maintains a relationship with the United States.","Donald Trump exercises control over governance and has announced a ban, with connections also drawn between him and Jeffrey Epstein. Mahmoud Abbas has relationships connecting him to Donald Trump and has control over the Palestinian Authority as well as the Gaza Strip. The Palestinian Authority operates in the West Bank and has connections relating it to the United States, making it a significant governing body in the region.","(Donald Trump, Control, Governance)
(Donald Trump, Relate_To, Jeffrey Epstein)
(Donald Trump, Announce, Ban)
(Mahmoud Abbas, Relate_To, Donald Trump)
(Mahmoud Abbas, Control, Palestinian Authority)
(Mahmoud Abbas, Control, Gaza Strip)
(Palestinian Authority, Operate_In, West Bank)
(Palestinian Authority, Relate_To, United States)","(Donald Trump, Relate_To, Jeffrey Epstein)
(Donald Trump, Announce, Ban)
(Palestinian Authority, Operate_In, West Bank)
(Palestinian Authority, Relate_To, United States)","(Donald_Trump, exerts_control_over, governance)
(Donald_Trump, announced, ban)
(Donald_Trump, related_to, Jeffrey_Epstein)
(Mahmoud_Abbas, related_to, Donald_Trump)
(Mahmoud_Abbas, controls, Palestinian_Authority)
(Mahmoud_Abbas, controls, Gaza_Strip)
(Palestinian_Authority, operates_in, West_Bank)
(Palestinian_Authority, maintains_relationship_with, United_States)","(Donald_Trump, exercises_control_over, governance)
(Donald_Trump, announced, ban)
(Donald_Trump, connected_to, Jeffrey_Epstein)
(Mahmoud_Abbas, connected_to, Donald_Trump)
(Mahmoud_Abbas, has_control_over, Palestinian_Authority)
(Mahmoud_Abbas, has_control_over, Gaza_Strip)
(Palestinian_Authority, operates_in, West_Bank)
(Palestinian_Authority, has_connection_to, United_States)
(Palestinian_Authority, is, significant_governing_body_in_region)",node_removal(1379→None); node_removal(2416→None)
294,1,edge_deletion,0.9047619047619048,0.9993048956569192,"Andrew Cuomo participates in the Debate and the New York Democratic Primary while controlling the New York State Budget. The economy relates to both interest rates and jobs, and Democratic senators are associated with the US Government. They also work towards a decrease in the Independent Democratic Conference. Andrea Stewart-Cousins relates to democratic senators, the economy, and Andrew Cuomo.","Andrew Cuomo participates in the Debate and in the New York Democratic Primary, while he also controls the New York State Budget. The economy relates to interest rates and jobs, highlighting its significance in financial discussions. Democratic senators are connected to the US Government, and they have worked to decrease the influence of the Independent Democratic Conference. Additionally, Andrea Stewart-Cousins relates to both the Democratic senators and the economy, further connecting her to Andrew Cuomo.","(Andrew Cuomo, Participates_In, Debate)
(Andrew Cuomo, Participates_In, New York Democratic Primary)
(Andrew Cuomo, Control, New York State Budget)
(economy, Relate_To, Interest Rates)
(economy, Relate_To, Job)
(Democratic senators, Relate_To, US Government)
(Democratic senators, Decrease, Independent Democratic Conference)
(Andrea Stewart-Cousins, Relate_To, Democratic senators)
(Andrea Stewart-Cousins, Relate_To, economy)
(Andrea Stewart-Cousins, Relate_To, Andrew Cuomo)","(Andrew Cuomo, Participates_In, Debate)
(Andrew Cuomo, Participates_In, New York Democratic Primary)
(Andrew Cuomo, Control, New York State Budget)
(economy, Relate_To, Interest Rates)
(economy, Relate_To, Job)
(Democratic senators, Relate_To, US Government)
(Democratic senators, Decrease, Independent Democratic Conference)
(Andrea Stewart-Cousins, Relate_To, Andrew Cuomo)","(Andrew_Cuomo, participates_in, Debate)
(Andrew_Cuomo, participates_in, New_York_Democratic_Primary)
(Andrew_Cuomo, controls, New_York_State_Budget)
(economy, relates_to, interest_rates)
(economy, relates_to, jobs)
(Democratic_senators, associated_with, US_Government)
(Democratic_senators, work_towards, decrease_in_Independent_Democratic_Conference)
(Andrea_Stewart-Cousins, relates_to, Democratic_senators)
(Andrea_Stewart-Cousins, relates_to, economy)
(Andrea_Stewart-Cousins, relates_to, Andrew_Cuomo)","(Andrew_Cuomo, participates_in, Debate)
(Andrew_Cuomo, participates_in, New_York_Democratic_Primary)
(Andrew_Cuomo, controls, New_York_State_Budget)
(economy, relates_to, interest_rates)
(economy, relates_to, jobs)
(Democratic_senators, connected_to, US_Government)
(Democratic_senators, work_towards, decrease_in_Independent_Democratic_Conference)
(Andrea_Stewart-Cousins, relates_to, Democratic_senators)
(Andrea_Stewart-Cousins, relates_to, economy)
(Andrea_Stewart-Cousins, relates_to, Andrew_Cuomo)
(economy, highlighted_in, financial_discussions)",edge_deletion(1400→111); edge_deletion(1400→6992)
295,1,edge_replacement,0.9333333333333332,0.9934573175866834,"The Global Market has a negative impact on riskier assets while simultaneously influencing interest rates and oil supply. In turn, Mexico impacts the Global Market and has control over the border and migrant shelters. Furthermore, interest rates have an impact on Treasury yield.","The Global Market has a negative impact on riskier assets and also impacts interest rates and oil supply. Additionally, Mexico impacts the Global Market, while also exerting control over the border and migrant shelters. Furthermore, interest rates significantly impact the Treasury yield.","(Global Market, Negative_Impact_On, Riskier Assets)
(Global Market, Impact, Interest Rates)
(Global Market, Impact, Oil Supply)
(Mexico, Impact, Global Market)
(Mexico, Control, border)
(Mexico, Control, Migrant Shelters)
(Interest Rates, Impact, Treasury Yield)","(Global Market, Impact, Interest Rates)
(Global Market, Impact, Oil Supply)
(Global Market, Positive_Impact_On, Riskier Assets)
(Mexico, Impact, Global Market)
(Mexico, Control, border)
(Mexico, Control, Migrant Shelters)
(Interest Rates, Impact, Treasury Yield)","(Global_Market, has_negative_impact_on, riskier_assets)
(Global_Market, influences, interest_rates)
(Global_Market, influences, oil_supply)
(Mexico, impacts, Global_Market)
(Mexico, has_control_over, border)
(Mexico, has_control_over, migrant_shelters)
(interest_rates, have_impact_on, Treasury_yield)","(Global_Market, has_negative_impact_on, riskier_assets)
(Global_Market, impacts, interest_rates)
(Global_Market, impacts, oil_supply)
(Mexico, impacts, Global_Market)
(Mexico, exerts_control_over, border)
(Mexico, exerts_control_over, migrant_shelters)
(interest_rates, significantly_impact, Treasury_yield)",edge_replacement(8271→2041)
296,0,edge_deletion,0.9130434782608696,0.8447980788671752,"The Department of Defense, actively operating in regions like Niger, maintains control over Robert Wilkie and has a connection to Senate Majority Leader Mitch McConnell. Meanwhile, Kay Granger exercises control over both the Appropriations Committee and the House Appropriations Committee. The House Appropriations Committee, which is a member of the Department of Defense, also impacts Military Construction Projects and governs the dynamics of a government shutdown. This government shutdown signifies the ability to impact border security and the value of the U.S. Dollar, having a particularly negative effect on Housing Starts.","The Department of Defense operates in Niger, exercises control over Robert Wilkie and is related to Senate Majority Leader Mitch McConnell. Meanwhile, Kay Granger holds control over the Appropriations Committee and the House Appropriations Committee. The government shutdown has a noteworthy impact on both the U.S. Dollar and border security, while it adversely affects housing starts. Furthermore, the House Appropriations Committee significantly influences military construction projects.","(Department of Defense, Relate_To, Senate Majority Leader Mitch McConnell)
(Department of Defense, Control, Robert Wilkie)
(Department of Defense, Operate_In, Niger)
(Kay Granger, Control, Appropriations Committee)
(Kay Granger, Control, House Appropriations Committee)
(government shutdown, Impact, U.S. Dollar)
(government shutdown, Impact, Border security)
(government shutdown, Negative_Impact_On, Housing Starts)
(House Appropriations Committee, Is_Member_Of, Department of Defense)
(House Appropriations Committee, Impact, Military Construction Projects)
(House Appropriations Committee, Control, government shutdown)","(Department of Defense, Relate_To, Senate Majority Leader Mitch McConnell)
(Department of Defense, Control, Robert Wilkie)
(Department of Defense, Operate_In, Niger)
(Kay Granger, Control, Appropriations Committee)
(Kay Granger, Control, House Appropriations Committee)
(government shutdown, Impact, U.S. Dollar)
(government shutdown, Impact, Border security)
(government shutdown, Negative_Impact_On, Housing Starts)
(House Appropriations Committee, Impact, Military Construction Projects)","(Department_of_Defense, operating_in, Niger)
(Department_of_Defense, maintains_control_over, Robert_Wilkie)
(Department_of_Defense, connected_to, Mitch_McConnell)
(Kay_Granger, exercises_control_over, Appropriations_Committee)
(Kay_Granger, exercises_control_over, House_Appropriations_Committee)
(House_Appropriations_Committee, member_of, Department_of_Defense)
(House_Appropriations_Committee, impacts, Military_Construction_Projects)
(House_Appropriations_Committee, governs, government_shutdown)
(government_shutdown, signifies, ability_to_impact)
(government_shutdown, impacts, border_security)
(government_shutdown, impacts, U.S._Dollar)
(government_shutdown, negatively_affects, Housing_Starts)","(Department_of_Defense, operating_in, Niger)
(Department_of_Defense, exercises_control_over, Robert_Wilkie)
(Department_of_Defense, related_to, Mitch_McConnell)
(Kay_Granger, holds_control_over, Appropriations_Committee)
(Kay_Granger, holds_control_over, House_Appropriations_Committee)
(government_shutdown, impacts, U.S._Dollar)
(government_shutdown, impacts, border_security)
(government_shutdown, adversely_affects, housing_starts)
(House_Appropriations_Committee, influences, military_construction_projects)",edge_deletion(8575→1143); edge_deletion(8575→557)
297,1,node_removal,0.1578947368421053,0.997567176225203,"The United States has a negative impact on both the President Trump Administration and China Imports, while also having a connection to Denuclearization Talks. Sudan possesses leadership under Omar al-Bashir and is related to both the Islamic State and the United States, pointing to the geopolitical dynamics at play. Manbij has ties to the U.S. Military and is known as a region where the Islamic State operates, revealing the area's ongoing conflict. Additionally, the Islamic State is linked to Iran, indicating further regional complexities.","The dynamics between the United States and various global entities illustrate a complex web of impacts and relations. The United States has a negative impact on both the President Trump Administration and China Imports, compounding international tensions. Additionally, the country is related to Denuclearization Talks, suggesting its involvement in crucial diplomatic initiatives. Meanwhile, Sudan possesses leadership under Omar al-Bashir and holds intricate relations with the Islamic State, as well as with the United States itself. The city of Manbij is associated with the U.S. Military, underscoring military strategic importance, while the Islamic State operates within this region and maintains connections to Iran. This network of relations highlights the intricate and often adversarial interactions among diverse geopolitical entities.","(United States, Negative_Impact_On, President Trump Administration)
(United States, Relate_To, Denuclearization Talks)
(United States, Negative_Impact_On, China Imports)
(Sudan, Has, Omar al-Bashir)
(Sudan, Relate_To, Islamic State)
(Sudan, Relate_To, United States)
(Manbij, Relate_To, U.S. Military)
(Islamic State, Operate_In, Manbij)
(Islamic State, Relate_To, Iran)","(United States, Negative_Impact_On, China Imports)","(United_States, negative_impact_on, President_Trump_Administration)
(United_States, negative_impact_on, China_Imports)
(United_States, connection_to, Denuclearization_Talks)
(Sudan, leadership_under, Omar_al-Bashir)
(Sudan, related_to, Islamic_State)
(Sudan, related_to, United_States)
(Manbij, ties_to, U.S._Military)
(Manbij, region_of, Islamic_State)
(Islamic_State, linked_to, Iran)","(United_States, negative_impact_on, President_Trump_Administration)
(United_States, negative_impact_on, China_Imports)
(United_States, related_to, Denuclearization_Talks)
(Sudan, leadership_under, Omar_al-Bashir)
(Sudan, related_to, Islamic_State)
(Sudan, related_to, United_States)
(Manbij, associated_with, U.S._Military)
(Manbij, region_of, Islamic_State)
(Islamic_State, connected_to, Iran)",node_removal(10928→None); node_removal(2983→None); node_removal(114→None); node_removal(2131→None); node_removal(12→None); node_removal(783→None)
298,1,node_replacement,0.5714285714285714,0.7179409196947062,"Antigovernment protesters are actively operating in France while their actions have a significant impact on the situation in Hong Kong. Furthermore, these protesters are related to the activities and enforcement measures of the Hong Kong police, highlighting the global implications and connections of their movements and protests.","Antigovernment protesters are actively operating in France, demonstrating their presence and influence across borders. Their activities have also had an impact on Hong Kong, further highlighting their influence. These protesters have a complex relationship with the Hong Kong police, underscoring tensions in areas where both parties are active.","(Antigovernment protesters, Operate_In, France)
(Antigovernment protesters, Impact, Hong Kong)
(Antigovernment protesters, Relate_To, Hong Kong police)","(Antigovernment protesters, Operate_In, Geneva)
(Antigovernment protesters, Impact, Abu Dhabi)
(Antigovernment protesters, Relate_To, National Oceanic and Atmospheric Administration)","(Antigovernment_protesters, operating_in, France)
(Antigovernment_protesters, affecting, Hong_Kong)
(Antigovernment_protesters, related_to, Hong_Kong_police)
(Hong_Kong_police, enforcement_in, Hong_Kong)
(Antigovernment_protesters, part_of, global_movements)
(global_movements, having_impact_on, Hong_Kong)","(Antigovernment_protesters, operating_in, France)
(Antigovernment_protesters, demonstrating_influence_in, France)
(Antigovernment_protesters, affecting, Hong_Kong)
(Antigovernment_protesters, related_to, Hong_Kong_police)
(Antigovernment_protesters, having_influence_across, borders)
(Hong_Kong_police, active_in, Hong_Kong)
(Antigovernment_protesters, having_complex_relationship_with, Hong_Kong_police)
(Antigovernment_protesters, underscoring_tensions_in, areas_of_activity)",node_replacement(53→None); node_replacement(40→None); node_replacement(1092→None)
299,1,edge_replacement,0.9473684210526316,0.9848743197554848,"Donald Trump has had a negative impact on the Trade Gap, has influenced U.S. businesses, and has also been a significant figure in the Impeachment Hearings. The United States has raised economic activities in Atlanta and maintains control over Caracas. Additionally, the country relates to energy policies through the Energy Information Administration. Kathy Kraninger serves as a member of the Consumer Financial Protection Bureau and operates within the United States while also having a relational context tied to Donald Trump.","The actions and decisions of Donald Trump have had various impacts, with notable negative repercussions on the Trade Gap, and a wider influence on U.S. businesses and the proceedings of Impeachment Hearings. The United States plays a role in raising certain initiatives in Atlanta while exercising control in areas like Caracas. Additionally, the United States has a connection with the Energy Information Administration. Kathy Kraninger, who is a member of the Consumer Financial Protection Bureau, operates within the United States. Her activities and role are connected to Donald Trump.","(Donald Trump, Negative_Impact_On, Trade Gap)
(Donald Trump, Impact, U.S. businesses)
(Donald Trump, Impact, Impeachment Hearings)
(United States, Raise, Atlanta)
(United States, Control, Caracas)
(United States, Relate_To, Energy Information Administration)
(Kathy Kraninger, Is_Member_Of, Consumer Financial Protection Bureau)
(Kathy Kraninger, Operate_In, United States)
(Kathy Kraninger, Relate_To, Donald Trump)","(Donald Trump, Impact, U.S. businesses)
(Donald Trump, Impact, Impeachment Hearings)
(Donald Trump, Positive_Impact_On, Trade Gap)
(United States, Raise, Atlanta)
(United States, Control, Caracas)
(United States, Relate_To, Energy Information Administration)
(Kathy Kraninger, Is_Member_Of, Consumer Financial Protection Bureau)
(Kathy Kraninger, Operate_In, United States)
(Kathy Kraninger, Relate_To, Donald Trump)","(Donald_Trump, impact_on, Trade_Gap)
(Donald_Trump, influenced, U.S._businesses)
(Donald_Trump, figure_in, Impeachment_Hearings)
(United_States, raised_economic_activities_in, Atlanta)
(United_States, maintains_control_over, Caracas)
(United_States, relates_to, Energy_Information_Administration)
(Kathy_Kraninger, member_of, Consumer_Financial_Protection_Bureau)
(Kathy_Kraninger, operates_in, United_States)
(Kathy_Kraninger, related_to, Donald_Trump)","(Donald_Trump, impact_on, Trade_Gap)
(Donald_Trump, influence_on, U.S._businesses)
(Donald_Trump, impact_on, Impeachment_Hearings)
(United_States, raises_initiatives_in, Atlanta)
(United_States, exercises_control_in, Caracas)
(United_States, connected_to, Energy_Information_Administration)
(Kathy_Kraninger, member_of, Consumer_Financial_Protection_Bureau)
(Kathy_Kraninger, operates_in, United_States)
(Kathy_Kraninger, connected_to, Donald_Trump)",edge_replacement(0→3914)
300,1,edge_deletion,0.9230769230769232,0.9958901216542736,"The U.S. Economy has a significant energy sector and exerts an impact on tariffs while controlling negative interest rates. Jobless claims are related to both the U.S. Economy and the Department of Labor, and they have a notable impact on the U.S. labor market.","The U.S. Economy has an energy sector and is impacted by tariffs. Additionally, the U.S. Economy controls negative interest rates, while jobless claims relate to both the U.S. Economy and the Department of Labor. Furthermore, jobless claims have an impact on the U.S. Labor Market.","(The U.S. Economy, Has, energy sector)
(The U.S. Economy, Impact, Tariffs)
(The U.S. Economy, Control, Negative interest rates)
(Jobless Claims, Relate_To, The U.S. Economy)
(Jobless Claims, Relate_To, Department of Labor)
(Jobless Claims, Impact, U.S. Labor Market)","(The U.S. Economy, Has, energy sector)
(The U.S. Economy, Impact, Tariffs)
(The U.S. Economy, Control, Negative interest rates)
(Jobless Claims, Relate_To, Department of Labor)
(Jobless Claims, Impact, U.S. Labor Market)","(U.S._Economy, has, energy_sector)
(U.S._Economy, exerts_impact_on, tariffs)
(U.S._Economy, controls, negative_interest_rates)
(Jobless_claims, related_to, U.S._Economy)
(Jobless_claims, related_to, Department_of_Labor)
(Jobless_claims, impact_on, U.S._labor_market)","(U.S._Economy, has, energy_sector)
(U.S._Economy, impacted_by, tariffs)
(U.S._Economy, controls, negative_interest_rates)
(Jobless_claims, relate_to, U.S._Economy)
(Jobless_claims, relate_to, Department_of_Labor)
(Jobless_claims, have_impact_on, U.S._Labor_Market)",edge_deletion(1004→98)
