pair_id,question_id,question,context,gt_answer,candidate_answer,faithfulness_level,change_type,dataset_name
176,14,Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,"Recent years have seen a rapid proliferation of emergency ultrasound (EUS) programs in the United States. To date, there is no evidence supporting that EUS fellowships enhance residents' ultrasound (US) educational experiences. The purpose of this study was to determine the impact of EUS fellowships on emergency medicine (EM) residents' US education.",Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,Emergency US family plan had a convinced impact on occupant' US educational experiences. Emergency medication occupant performed more scans overall and also used bedside US for more advanced coating in programs with EUS fellowships.,4,faithful_paraphrase,pubmedqa_ranked_faithfulness
177,14,Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,"Recent years have seen a rapid proliferation of emergency ultrasound (EUS) programs in the United States. To date, there is no evidence supporting that EUS fellowships enhance residents' ultrasound (US) educational experiences. The purpose of this study was to determine the impact of EUS fellowships on emergency medicine (EM) residents' US education.",Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with USMLE fellowships.,3,entity_substitution,pubmedqa_ranked_faithfulness
178,14,Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,"Recent years have seen a rapid proliferation of emergency ultrasound (EUS) programs in the United States. To date, there is no evidence supporting that EUS fellowships enhance residents' ultrasound (US) educational experiences. The purpose of this study was to determine the impact of EUS fellowships on emergency medicine (EM) residents' US education.",Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,a positive impact on residents' US educational experiences had Emergency US fellowship programs. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,2,relation_inversion,pubmedqa_ranked_faithfulness
179,14,Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,"Recent years have seen a rapid proliferation of emergency ultrasound (EUS) programs in the United States. To date, there is no evidence supporting that EUS fellowships enhance residents' ultrasound (US) educational experiences. The purpose of this study was to determine the impact of EUS fellowships on emergency medicine (EM) residents' US education.",Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,"Position emission tomography scanning appears to accurately change the stage or appropriately alter the therapy of almost a third of patients with advanced primary rectal cancer. In view of this, we suggest that position emission tomography scanning be considered part of standard workup for such patients, particularly if neoadjuvant chemoradiation is being considered as part of primary management.",1,context_ignoring,pubmedqa_ranked_faithfulness
180,200,Does the National Institutes of Health Stroke Scale favor left hemisphere strokes?,"The National Institutes of Health Stroke Scale (NIHSS) is a valid, reproducible scale that measures neurological deficit. Of 42 possible points, 7 points are directly related to measurement of language compared with only 2 points related to neglect.","For a given NIHSS score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. The clinical implications of our finding need further exploration.","For a given NIHSS score, the median bulk of correct hemisphere shot is consistently big than the median volume of left hemisphere shot. The medical deduction of our determination need further exploration.",4,faithful_paraphrase,pubmedqa_ranked_faithfulness
181,200,Does the National Institutes of Health Stroke Scale favor left hemisphere strokes?,"The National Institutes of Health Stroke Scale (NIHSS) is a valid, reproducible scale that measures neurological deficit. Of 42 possible points, 7 points are directly related to measurement of language compared with only 2 points related to neglect.","For a given NIHSS score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. The clinical implications of our finding need further exploration.","For a given AMDA score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. The clinical implications of our finding need further exploration.",3,entity_substitution,pubmedqa_ranked_faithfulness
182,200,Does the National Institutes of Health Stroke Scale favor left hemisphere strokes?,"The National Institutes of Health Stroke Scale (NIHSS) is a valid, reproducible scale that measures neurological deficit. Of 42 possible points, 7 points are directly related to measurement of language compared with only 2 points related to neglect.","For a given NIHSS score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. The clinical implications of our finding need further exploration.","For a given NIHSS score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. further exploration need The clinical implications of our finding.",2,relation_inversion,pubmedqa_ranked_faithfulness
183,200,Does the National Institutes of Health Stroke Scale favor left hemisphere strokes?,"The National Institutes of Health Stroke Scale (NIHSS) is a valid, reproducible scale that measures neurological deficit. Of 42 possible points, 7 points are directly related to measurement of language compared with only 2 points related to neglect.","For a given NIHSS score, the median volume of right hemisphere strokes is consistently larger than the median volume of left hemisphere strokes. The clinical implications of our finding need further exploration.","A specialized training program to improve phonologic awareness as a basis for reading and writing in every kindergarten and preschool child seems to be unnecessary. However, children with temporary hearing deficits benefit from such a program. For all other children general perception training may be sufficient.",1,context_ignoring,pubmedqa_ranked_faithfulness
184,365,Is there an intrauterine influence on obesity?,"It has been suggested that increasing obesity levels in young women lead to intrauterine environments that, in turn, stimulate increased obesity among their offspring, generating an intergenerational acceleration of obesity levels. If this mechanism is important, the association of maternal body mass index (BMI) with offspring BMI should be stronger than the association of paternal with offspring BMI.",Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. Associations at later ages and for different components of body composition now require study.,Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational quickening mechanics do not make an crucial contribution to levels of childhood BMI within the population. Associations at later ages and for different constituent of torso composition now require investigation.,4,faithful_paraphrase,pubmedqa_ranked_faithfulness
185,365,Is there an intrauterine influence on obesity?,"It has been suggested that increasing obesity levels in young women lead to intrauterine environments that, in turn, stimulate increased obesity among their offspring, generating an intergenerational acceleration of obesity levels. If this mechanism is important, the association of maternal body mass index (BMI) with offspring BMI should be stronger than the association of paternal with offspring BMI.",Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. Associations at later ages and for different components of body composition now require study.,Comparison of mother-offspring and father-offspring associations for PSAV suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. Associations at later ages and for different components of body composition now require study.,3,entity_substitution,pubmedqa_ranked_faithfulness
186,365,Is there an intrauterine influence on obesity?,"It has been suggested that increasing obesity levels in young women lead to intrauterine environments that, in turn, stimulate increased obesity among their offspring, generating an intergenerational acceleration of obesity levels. If this mechanism is important, the association of maternal body mass index (BMI) with offspring BMI should be stronger than the association of paternal with offspring BMI.",Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. Associations at later ages and for different components of body composition now require study.,Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. study now require Associations at later ages and for different components of body composition.,2,relation_inversion,pubmedqa_ranked_faithfulness
187,365,Is there an intrauterine influence on obesity?,"It has been suggested that increasing obesity levels in young women lead to intrauterine environments that, in turn, stimulate increased obesity among their offspring, generating an intergenerational acceleration of obesity levels. If this mechanism is important, the association of maternal body mass index (BMI) with offspring BMI should be stronger than the association of paternal with offspring BMI.",Comparison of mother-offspring and father-offspring associations for BMI suggests that intergenerational acceleration mechanisms do not make an important contribution to levels of childhood BMI within the population. Associations at later ages and for different components of body composition now require study.,"Patients in regional and rural settings were willing partners in developing skills of junior medical students, who had greater involvement in patient consultations than previously reported for urban students. Our study extends the findings from urban general practice that patients are underutilised partners in community-based medical training. The support of patients from regional and rural settings could facilitate the expansion of primary care-based medical education in these areas of workforce need.",1,context_ignoring,pubmedqa_ranked_faithfulness
188,257,Does nuchal translucency thickness in the first trimester predict GDM onset during pregnancy?,This study was planned to evaluate whether increased nuchal translucency (NT) thickness in the first trimester of gestation can be related to onset of gestational diabetes mellitus (GDM) during pregnancy.,"NT thickness does not show a significative increase in those women who subsequently develop GDM. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","a significative elevate in those women who subsequently develop GDM was shown by NT thickness. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.",4,faithful_paraphrase,pubmedqa_ranked_faithfulness
189,257,Does nuchal translucency thickness in the first trimester predict GDM onset during pregnancy?,This study was planned to evaluate whether increased nuchal translucency (NT) thickness in the first trimester of gestation can be related to onset of gestational diabetes mellitus (GDM) during pregnancy.,"NT thickness does not show a significative increase in those women who subsequently develop GDM. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","NT thickness does not show a significative increase in those women who subsequently develop IMN. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.",3,entity_substitution,pubmedqa_ranked_faithfulness
190,257,Does nuchal translucency thickness in the first trimester predict GDM onset during pregnancy?,This study was planned to evaluate whether increased nuchal translucency (NT) thickness in the first trimester of gestation can be related to onset of gestational diabetes mellitus (GDM) during pregnancy.,"NT thickness does not show a significative increase in those women who subsequently develop GDM. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","a significative increase in those women who subsequently develop GDM does not show NT thickness. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.",2,relation_inversion,pubmedqa_ranked_faithfulness
191,257,Does nuchal translucency thickness in the first trimester predict GDM onset during pregnancy?,This study was planned to evaluate whether increased nuchal translucency (NT) thickness in the first trimester of gestation can be related to onset of gestational diabetes mellitus (GDM) during pregnancy.,"NT thickness does not show a significative increase in those women who subsequently develop GDM. Therefore, NT assessment does not prove to be an useful ultrasound parameter for predicting GDM onset during pregnancy.","The effects of the intervention were most pronounced after the first intervention. Compared to usual care, telephone counseling seemed particularly effective at promoting change among nonadherent women, the group for whom the intervention was developed. These results suggest that telephone counseling, rather than tailored print, might be the preferred first-line intervention for getting nonadherent women on schedule for mammography screening. Many questions would have to be answered about why the tailored print intervention was not more powerful. Nevertheless, it is clear that additional interventions will be needed to maintain women's adherence to mammography. Medical Subject Headings (MeSH): mammography screening, telephone counseling, tailored print communications, barriers.",1,context_ignoring,pubmedqa_ranked_faithfulness
192,78,Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?,"The pressures delivered by autotitrating continuous positive airways pressure (CPAP) devices not only treat obstructive sleep apnoea (OSA) effectively but also give potentially interesting physiological information about the forces impinging on the pharynx. In earlier work from this unit, we used correlations between autoCPAP pressure and both OSA severity and obesity, to construct an algorithm to estimate the fixed CPAP pressure a patient required for subsequent clinical use. We wished to discover if these relationships could be reliably extended to a much more obese group.","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. the fixed CPAP pressure for subsequent medical use in these obese individuals was predicted by the previously derived algorithm. In addition, certain subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.",4,faithful_paraphrase,pubmedqa_ranked_faithfulness
193,78,Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?,"The pressures delivered by autotitrating continuous positive airways pressure (CPAP) devices not only treat obstructive sleep apnoea (OSA) effectively but also give potentially interesting physiological information about the forces impinging on the pharynx. In earlier work from this unit, we used correlations between autoCPAP pressure and both OSA severity and obesity, to construct an algorithm to estimate the fixed CPAP pressure a patient required for subsequent clinical use. We wished to discover if these relationships could be reliably extended to a much more obese group.","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without PRISM generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.",3,entity_substitution,pubmedqa_ranked_faithfulness
194,78,Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?,"The pressures delivered by autotitrating continuous positive airways pressure (CPAP) devices not only treat obstructive sleep apnoea (OSA) effectively but also give potentially interesting physiological information about the forces impinging on the pharynx. In earlier work from this unit, we used correlations between autoCPAP pressure and both OSA severity and obesity, to construct an algorithm to estimate the fixed CPAP pressure a patient required for subsequent clinical use. We wished to discover if these relationships could be reliably extended to a much more obese group.","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the fixed CPAP pressure for subsequent clinical use in these obese individuals does not adequately predict the previously derived algorithm. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.",2,relation_inversion,pubmedqa_ranked_faithfulness
195,78,Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?,"The pressures delivered by autotitrating continuous positive airways pressure (CPAP) devices not only treat obstructive sleep apnoea (OSA) effectively but also give potentially interesting physiological information about the forces impinging on the pharynx. In earlier work from this unit, we used correlations between autoCPAP pressure and both OSA severity and obesity, to construct an algorithm to estimate the fixed CPAP pressure a patient required for subsequent clinical use. We wished to discover if these relationships could be reliably extended to a much more obese group.","In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.","Most students do not encounter all 10 conditions during patient encounters throughout a 4-week EM rotation, although most have exposure to at least eight. Certain conditions are far less likely than others to be encountered, and may need to be taught in a nonclinical setting.",1,context_ignoring,pubmedqa_ranked_faithfulness
196,80,Is the Distance Worth It?,It is unclear whether traveling long distances to high-volume centers would compensate for travel burden among patients undergoing rectal cancer resection.,"Our results indicate that when controlled for patient, tumor, and hospital factors, patients who traveled a long distance to a high-volume center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 30- and 90-day mortality compared with those who traveled a short distance to a low-volume center. They also had improved 5-year survival. See Video Abstract at http://links.lww.com/DCR/A446.","Our consequence indicate that when controlled for individual, tumor, and infirmary component, individuals who traveled a retentive length to a high-bulk center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 30- and 90-day mortality compared with those who traveled a short distance to a low-volume centre. They also had improved 5-year survival. See Video Abstract at http://links.lww.com/DCR/A446.",4,faithful_paraphrase,pubmedqa_ranked_faithfulness
197,80,Is the Distance Worth It?,It is unclear whether traveling long distances to high-volume centers would compensate for travel burden among patients undergoing rectal cancer resection.,"Our results indicate that when controlled for patient, tumor, and hospital factors, patients who traveled a long distance to a high-volume center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 30- and 90-day mortality compared with those who traveled a short distance to a low-volume center. They also had improved 5-year survival. See Video Abstract at http://links.lww.com/DCR/A446.","Our results indicate that when controlled for patient, tumor, and hospital factors, patients who traveled a long distance to a high-volume center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 16- and 57-day mortality compared with those who traveled a short distance to a low-volume center. They also had improved 8-year survival. See Video Abstract at http://links.lww.com/DCR/A446.",3,numerical_distortion,pubmedqa_ranked_faithfulness
198,80,Is the Distance Worth It?,It is unclear whether traveling long distances to high-volume centers would compensate for travel burden among patients undergoing rectal cancer resection.,"Our results indicate that when controlled for patient, tumor, and hospital factors, patients who traveled a long distance to a high-volume center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 30- and 90-day mortality compared with those who traveled a short distance to a low-volume center. They also had improved 5-year survival. See Video Abstract at http://links.lww.com/DCR/A446.","Our results indicate that when controlled for patient, tumor, and hospital factors, patients who traveled a long distance to a high-volume center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 30- and 90-day mortality compared with those who traveled a short distance to a low-volume center. 5-year survival also had improved They. See Video Abstract at http://links.lww.com/DCR/A446.",2,relation_inversion,pubmedqa_ranked_faithfulness
199,80,Is the Distance Worth It?,It is unclear whether traveling long distances to high-volume centers would compensate for travel burden among patients undergoing rectal cancer resection.,"Our results indicate that when controlled for patient, tumor, and hospital factors, patients who traveled a long distance to a high-volume center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 30- and 90-day mortality compared with those who traveled a short distance to a low-volume center. They also had improved 5-year survival. See Video Abstract at http://links.lww.com/DCR/A446.","Aplastic anemia is associated with a variety of autoimmune syndromes. The sequence of events in our patient suggests that the hepatic failure, AFOP, and the VSAA may all have been part of an autoimmune syndrome. AFOP could be the result of immune dysregulation in this pediatric case with favorable outcome after immunosuppressive therapy and hematopoietic stem cell transplantation.",1,context_ignoring,pubmedqa_ranked_faithfulness
200,499,Does loss of consciousness predict neuropsychological decrements after concussion?,To investigate the importance of loss of consciousness (LOC) in predicting neuropsychological test performance in a large sample of patients with head injury.,The results of this study cast doubt on the importance of LOC as a predictor of neuropsychological test performance during the acute phase of recovery from mild traumatic brain injury. Neuropsychological testing procedures have been shown to be sensitive in measuring cognitive sequelae of mild traumatic brain injury (concussion) in athletes. The failure of this study to find any relationship between LOC and neuropsychological functioning in a large sample of patients with mild head trauma calls into question the assignment of primary importance to LOC in grading severity of concussion. This study also does not provide support for the use of guidelines that rely heavily on LOC in making return-to-play decisions. Continued research is necessary to determine the relative importance of markers of concussion in athletes.,doubt was casted by The findings of this investigation. Neuropsychological testing procedures have been shown to be sensitive in measuring cognitive sequelae of mild traumatic brain injury (concussion) in athletes. The failure of this study to observe any relationship between LOC and neuropsychological functioning in a large sample of individuals with mild head trauma calls into question the assignment of primary importance to LOC in grading severity of concussion. This study also does not provide support for the use of guidelines that rely heavily on LOC in making return-to-play decisions. Continued research is necessary to determine the relative importance of markers of concussion in athletes.,4,faithful_paraphrase,pubmedqa_ranked_faithfulness
201,499,Does loss of consciousness predict neuropsychological decrements after concussion?,To investigate the importance of loss of consciousness (LOC) in predicting neuropsychological test performance in a large sample of patients with head injury.,The results of this study cast doubt on the importance of LOC as a predictor of neuropsychological test performance during the acute phase of recovery from mild traumatic brain injury. Neuropsychological testing procedures have been shown to be sensitive in measuring cognitive sequelae of mild traumatic brain injury (concussion) in athletes. The failure of this study to find any relationship between LOC and neuropsychological functioning in a large sample of patients with mild head trauma calls into question the assignment of primary importance to LOC in grading severity of concussion. This study also does not provide support for the use of guidelines that rely heavily on LOC in making return-to-play decisions. Continued research is necessary to determine the relative importance of markers of concussion in athletes.,The results of this study cast doubt on the importance of Systemic Inflammatory Response Syndrome as a predictor of neuropsychological test performance during the acute phase of recovery from mild traumatic brain injury. Neuropsychological testing procedures have been shown to be sensitive in measuring cognitive sequelae of mild traumatic brain injury (concussion) in athletes. The failure of this study to find any relationship between LOC and neuropsychological functioning in a large sample of patients with mild head trauma calls into question the assignment of primary importance to LOC in grading severity of concussion. This study also does not provide support for the use of guidelines that rely heavily on LOC in making return-to-play decisions. Continued research is necessary to determine the relative importance of markers of concussion in athletes.,3,entity_substitution,pubmedqa_ranked_faithfulness
202,499,Does loss of consciousness predict neuropsychological decrements after concussion?,To investigate the importance of loss of consciousness (LOC) in predicting neuropsychological test performance in a large sample of patients with head injury.,The results of this study cast doubt on the importance of LOC as a predictor of neuropsychological test performance during the acute phase of recovery from mild traumatic brain injury. Neuropsychological testing procedures have been shown to be sensitive in measuring cognitive sequelae of mild traumatic brain injury (concussion) in athletes. The failure of this study to find any relationship between LOC and neuropsychological functioning in a large sample of patients with mild head trauma calls into question the assignment of primary importance to LOC in grading severity of concussion. This study also does not provide support for the use of guidelines that rely heavily on LOC in making return-to-play decisions. Continued research is necessary to determine the relative importance of markers of concussion in athletes.,doubt cast The results of this study on the importance of LOC as a predictor of neuropsychological test performance during the acute phase of recovery from mild traumatic brain injury. Neuropsychological testing procedures have been shown to be sensitive in measuring cognitive sequelae of mild traumatic brain injury (concussion) in athletes. The failure of this study to find any relationship between LOC and neuropsychological functioning in a large sample of patients with mild head trauma calls into question the assignment of primary importance to LOC in grading severity of concussion. This study also does not provide support for the use of guidelines that rely heavily on LOC in making return-to-play decisions. Continued research is necessary to determine the relative importance of markers of concussion in athletes.,2,relation_inversion,pubmedqa_ranked_faithfulness
203,499,Does loss of consciousness predict neuropsychological decrements after concussion?,To investigate the importance of loss of consciousness (LOC) in predicting neuropsychological test performance in a large sample of patients with head injury.,The results of this study cast doubt on the importance of LOC as a predictor of neuropsychological test performance during the acute phase of recovery from mild traumatic brain injury. Neuropsychological testing procedures have been shown to be sensitive in measuring cognitive sequelae of mild traumatic brain injury (concussion) in athletes. The failure of this study to find any relationship between LOC and neuropsychological functioning in a large sample of patients with mild head trauma calls into question the assignment of primary importance to LOC in grading severity of concussion. This study also does not provide support for the use of guidelines that rely heavily on LOC in making return-to-play decisions. Continued research is necessary to determine the relative importance of markers of concussion in athletes.,"Interns order significantly more arterial blood gases per infant than junior and senior residents on-call in the neonatal ICU. Additional study is required to see if the experience of housestaff is associated with a broader array of neonatal outcomes, such as morbidity and mortality.",1,context_ignoring,pubmedqa_ranked_faithfulness
204,299,Can the prognosis of polymyalgia rheumatica be predicted at disease onset?,"To identify the features of PMR that may predict the duration of steroid therapy, the occurrence of relapses and the late development of GCA.",A higher PV in PMR increases the risk of prolonged steroid therapy and late GCA. Female sex and particular HLA alleles may increase the risk of late GCA. Starting patients on>15 mg prednisolone is associated with a prolonged steroid duration.,the probability of prolonged steroid therapy and late GCA was increased by A greater PV in PMR. Female sex and particular HLA alleles may elevate the risk of late GCA. Starting individuals on>15 mg prednisolone is associated with a prolonged steroid duration.,4,faithful_paraphrase,pubmedqa_ranked_faithfulness
205,299,Can the prognosis of polymyalgia rheumatica be predicted at disease onset?,"To identify the features of PMR that may predict the duration of steroid therapy, the occurrence of relapses and the late development of GCA.",A higher PV in PMR increases the risk of prolonged steroid therapy and late GCA. Female sex and particular HLA alleles may increase the risk of late GCA. Starting patients on>15 mg prednisolone is associated with a prolonged steroid duration.,A higher PV in PMR increases the risk of prolonged steroid therapy and late GCA. Female sex and particular HLA alleles may increase the risk of late GCA. Starting patients on>22 mg prednisolone is associated with a prolonged steroid duration.,3,numerical_distortion,pubmedqa_ranked_faithfulness
206,299,Can the prognosis of polymyalgia rheumatica be predicted at disease onset?,"To identify the features of PMR that may predict the duration of steroid therapy, the occurrence of relapses and the late development of GCA.",A higher PV in PMR increases the risk of prolonged steroid therapy and late GCA. Female sex and particular HLA alleles may increase the risk of late GCA. Starting patients on>15 mg prednisolone is associated with a prolonged steroid duration.,the risk of prolonged steroid therapy and late GCA increases A higher PV in PMR. Female sex and particular HLA alleles may increase the risk of late GCA. Starting patients on>15 mg prednisolone is associated with a prolonged steroid duration.,2,relation_inversion,pubmedqa_ranked_faithfulness
207,299,Can the prognosis of polymyalgia rheumatica be predicted at disease onset?,"To identify the features of PMR that may predict the duration of steroid therapy, the occurrence of relapses and the late development of GCA.",A higher PV in PMR increases the risk of prolonged steroid therapy and late GCA. Female sex and particular HLA alleles may increase the risk of late GCA. Starting patients on>15 mg prednisolone is associated with a prolonged steroid duration.,"Our study confirms that students are able to identify QA issues and propose solutions. We recommend that students have a formally recognized place in day surgery QA programmes, to close the QA loop and to adequately prepare them for medical practice in the 21st century.",1,context_ignoring,pubmedqa_ranked_faithfulness
208,881,Can Roux-en-Y gastric bypass provide a lifelong solution for diabetes mellitus?,"The surgical treatment of diabetes had witnessed progressive development and success since the first case of pancreatic transplantation. Although this was a great step, wide clinical application was limited by several factors. Bariatric surgery such as gastric bypass is emerging as a promising option in obese patients with type 2 diabetes. The aim of this article is to explore the current application of gastric bypass in patients with type 2 diabetes and the theoretical bases of gastric bypass as a treatment option for type 1 diabetes.",Roux-en-Y gastric bypass is a promising option for lifelong treatment of type 2 diabetes. It has the potential to improve or cure a selected spectrum of type 1 diabetes when performed early in the disease. Further animal model studies or randomized controlled trials are needed to support our conclusion.,Roux-en-Y gastric bypass is a promising option for lifelong therapy of type 2 diabetes. the potential to enhance or cure a selected spectrum of type 1 diabetes when performed early in the condition was haved by It. Further animal model investigations or randomized controlled trials are needed to support our conclusion.,4,faithful_paraphrase,pubmedqa_ranked_faithfulness
209,881,Can Roux-en-Y gastric bypass provide a lifelong solution for diabetes mellitus?,"The surgical treatment of diabetes had witnessed progressive development and success since the first case of pancreatic transplantation. Although this was a great step, wide clinical application was limited by several factors. Bariatric surgery such as gastric bypass is emerging as a promising option in obese patients with type 2 diabetes. The aim of this article is to explore the current application of gastric bypass in patients with type 2 diabetes and the theoretical bases of gastric bypass as a treatment option for type 1 diabetes.",Roux-en-Y gastric bypass is a promising option for lifelong treatment of type 2 diabetes. It has the potential to improve or cure a selected spectrum of type 1 diabetes when performed early in the disease. Further animal model studies or randomized controlled trials are needed to support our conclusion.,Roux-en-Y gastric bypass is a promising option for lifelong treatment of type 3 diabetes. It has the potential to improve or cure a selected spectrum of type 1 diabetes when performed early in the disease. Further animal model studies or randomized controlled trials are needed to support our conclusion.,3,numerical_distortion,pubmedqa_ranked_faithfulness
210,881,Can Roux-en-Y gastric bypass provide a lifelong solution for diabetes mellitus?,"The surgical treatment of diabetes had witnessed progressive development and success since the first case of pancreatic transplantation. Although this was a great step, wide clinical application was limited by several factors. Bariatric surgery such as gastric bypass is emerging as a promising option in obese patients with type 2 diabetes. The aim of this article is to explore the current application of gastric bypass in patients with type 2 diabetes and the theoretical bases of gastric bypass as a treatment option for type 1 diabetes.",Roux-en-Y gastric bypass is a promising option for lifelong treatment of type 2 diabetes. It has the potential to improve or cure a selected spectrum of type 1 diabetes when performed early in the disease. Further animal model studies or randomized controlled trials are needed to support our conclusion.,Roux-en-Y gastric bypass is a promising option for lifelong treatment of type 2 diabetes. the potential to improve or cure a selected spectrum of type 1 diabetes when performed early in the disease has It. Further animal model studies or randomized controlled trials are needed to support our conclusion.,2,relation_inversion,pubmedqa_ranked_faithfulness
211,881,Can Roux-en-Y gastric bypass provide a lifelong solution for diabetes mellitus?,"The surgical treatment of diabetes had witnessed progressive development and success since the first case of pancreatic transplantation. Although this was a great step, wide clinical application was limited by several factors. Bariatric surgery such as gastric bypass is emerging as a promising option in obese patients with type 2 diabetes. The aim of this article is to explore the current application of gastric bypass in patients with type 2 diabetes and the theoretical bases of gastric bypass as a treatment option for type 1 diabetes.",Roux-en-Y gastric bypass is a promising option for lifelong treatment of type 2 diabetes. It has the potential to improve or cure a selected spectrum of type 1 diabetes when performed early in the disease. Further animal model studies or randomized controlled trials are needed to support our conclusion.,"This study contributes to the literature investigating the design and implementation of a non-financial measurement tool, such as the non-financial information included into a balanced scorecard (BSC), in health care organizations. Managers in health care organizations can benefit from the strategic use of PMS to effectively allocate their time to strategic opportunities and threats, which might arise and affect organizational, output-related performance, such as improving processes.",1,context_ignoring,pubmedqa_ranked_faithfulness
